rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,eval/mean_ep_length,eval/mean_reward
848.5172413793103,2192.3154,348,94,32768,1,,,,,,,,,,,,,
900.516129032258,2567.617,357,183,65536,2,0.0001,0.0465301513671875,-1.9472523786127567,45878.61374511719,-0.00015432011787197553,0.2,17945.25390625,0.1661548614501953,2480,0.0069004716,0.39455917477607727,,
921.979381443299,2573.2322,360,273,98304,3,0.0001,0.0476898193359375,-1.9468561619520188,47771.1344116211,0.0008080847503151745,0.2,19856.5078125,0.21303331851959229,2490,0.0069400333,0.3945152759552002,,
919.13,2579.919,362,361,131072,4,0.0001,0.0265716552734375,-1.9463356964290142,43547.25574951172,0.0005500801868038252,0.2,16920.052734375,0.30364876985549927,2500,0.0051117586,0.39445436000823975,,
945.66,2921.1296,359,455,163840,5,0.0001,0.0296905517578125,-1.945985669642687,47121.24077148437,0.0003412490179471206,0.2,18062.162109375,0.1792585849761963,2510,0.0056124995,0.3944486975669861,,
923.01,3208.252,358,547,196608,6,0.0001,0.0326812744140625,-1.9457638338208199,48183.79841308594,3.895463014487177e-05,0.2,18479.28515625,0.3211888074874878,2520,0.005672834,0.39441147446632385,,
967.98,4308.8574,358,639,229376,7,0.0001,0.0296142578125,-1.9452483661472797,51998.954907226565,-0.0001923183663166128,0.2,20468.3359375,0.257296621799469,2530,0.004823505,0.3943525552749634,,
1002.16,4811.5444,358,731,262144,8,0.0001,0.03853759765625,-1.9447993285954,52146.75876464844,-0.0003426491421123501,0.2,19490.685546875,0.2620728015899658,2540,0.0060448446,0.394328773021698,,
1042.23,5600.578,357,824,294912,9,0.0001,0.0261871337890625,-1.9444446191191673,48247.941186523436,-0.0005161179389688187,0.2,18903.521484375,0.3716611862182617,2550,0.004827151,0.3942801356315613,,
1069.87,5807.898,356,918,327680,10,0.0001,0.0362091064453125,-1.9439933553338051,51696.98603515625,-0.00039111693331506103,0.2,20170.0625,0.34594303369522095,2560,0.0061302157,0.39423754811286926,,
1082.88,5544.0454,355,1014,360448,11,0.0001,0.0231353759765625,-1.943603017181158,48062.247729492185,0.0007870696943427901,0.2,19722.427734375,0.3447198271751404,2570,0.0046478827,0.3942055404186249,,
1107.2,5786.174,353,1112,393216,12,0.0001,0.040240478515625,-1.9431382656097411,50161.99514160156,-9.61149860813748e-05,0.2,19069.615234375,0.3867456912994385,2580,0.006423995,0.39413881301879883,,
1142.14,6586.4717,351,1210,425984,13,0.0001,0.0261962890625,-1.9426807895302773,50712.851782226564,-1.2409902410581708e-06,0.2,20424.798828125,0.36833107471466064,2590,0.0051553985,0.39412176609039307,,
1126.06,6807.1567,351,1304,458752,14,0.0001,0.02860107421875,-1.9424532003700734,56464.54240722656,-0.0005766189708083403,0.2,22249.060546875,0.3212965726852417,2600,0.0050254613,0.39409101009368896,,
1113.47,6888.412,352,1395,491520,15,0.0001,0.0280426025390625,-1.942112534493208,49081.64855957031,0.0005522873470908962,0.2,19204.109375,0.3779394030570984,2610,0.00509595,0.3940545916557312,,
1082.24,6952.366,352,1488,524288,16,0.0001,0.02012939453125,-1.9418387487530708,50877.828344726564,-0.0001972069549083244,0.2,17695.490234375,0.36506736278533936,2620,0.004711924,0.3940421938896179,,
1102.02,7356.3623,351,1583,557056,17,0.0001,0.0257720947265625,-1.94177790209651,52963.18811035156,5.4389773868024347e-05,0.2,21561.720703125,0.41512930393218994,2630,0.0053740055,0.3940450847148895,,
1122.43,7376.5586,351,1678,589824,18,0.0001,0.016162109375,-1.9418212339282035,49189.65415039063,-0.0001721645829093177,0.2,19147.54296875,0.44317030906677246,2640,0.0038882352,0.39405208826065063,,
1132.42,5701.081,351,1772,622592,19,0.0001,0.0265655517578125,-1.941901832073927,209034.58088378905,-0.0009337396077171434,0.2,75736.3515625,0.2916107177734375,2650,0.0048121586,0.3940599262714386,,
1130.81,5426.5933,351,1866,655360,20,0.0001,0.0224395751953125,-1.9419840760529041,566698.0837890625,-0.00033996395504800605,0.2,341625.8125,0.4927371144294739,2660,0.004436588,0.39407214522361755,,
1151.4,5481.2725,351,1958,688128,21,0.0001,0.0272552490234375,-1.9420857027173042,51576.99111328125,-0.00013255253579700366,0.2,20548.474609375,0.4027329087257385,2670,0.005222004,0.3940722942352295,,
