rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
794.21,271,1,4186.7935,30,1032192,,,,,,,,,,,
823.88,210,2,4516.318,77,1040384,0.37775155901908875,-1.7697285806760192,0.0003,12633.443154716491,-0.0014231722510885448,0.10040283203125,3730,0.6505837440490723,0.2,2504.117919921875,0.009014908
880.47,199,3,4763.822,123,1048576,0.37790626287460327,-1.770466696843505,0.0003,9384.88849220276,-0.0005218216858338565,0.12017822265625,3740,0.7523127943277359,0.2,1198.304443359375,0.0102567095
878.04,196,4,4933.7324,166,1056768,0.3778798282146454,-1.771155554614961,0.0003,38053.3919090271,-0.0022523792347783457,0.1173095703125,3750,0.5855982005596161,0.2,1629.3028564453125,0.012796226
900.92,192,5,5109.6626,212,1064960,0.3776354193687439,-1.7698225928470492,0.0003,15317.350175857544,-0.001469122860362404,0.081689453125,3760,0.2874913215637207,0.2,2463.264892578125,0.007644019
913.06,194,6,5217.179,253,1073152,0.3774297535419464,-1.7673455748707056,0.0003,14452.544262313842,-0.002230681162836845,0.104638671875,3770,0.41696393489837646,0.2,2756.6328125,0.009848166
893.06,193,7,5214.611,296,1081344,0.37749791145324707,-1.7665244176983834,0.0003,14225.388341522217,-0.0003653461139037972,0.0852783203125,3780,0.4317084550857544,0.2,3145.84619140625,0.008873093
903.17,192,8,5397.997,340,1089536,0.37733006477355957,-1.765986842289567,0.0003,15278.433447265625,-0.0013090067564917262,0.11580810546875,3790,0.6111725568771362,0.2,2741.58203125,0.011070706
914.89,192,9,5749.098,382,1097728,0.37747231125831604,-1.765591187030077,0.0003,13848.59983291626,-0.002788967864398728,0.09990234375,3800,0.7242619395256042,0.2,2625.261962890625,0.009740869
913.18,191,10,5864.7705,427,1105920,0.3772904574871063,-1.7654171463102102,0.0003,13710.396564483643,-0.0020683380691480123,0.09818115234375,3810,0.3648061156272888,0.2,5646.85595703125,0.009545328
935.03,189,11,6060.9263,474,1114112,0.3775540590286255,-1.7656972186639905,0.0003,16735.018002700806,-0.00045051347988191994,0.09532470703125,3820,0.6787082254886627,0.2,5457.7158203125,0.008750314
885.98,190,12,5654.59,517,1122304,0.3774707317352295,-1.76678375210613,0.0003,14234.715076446533,-0.0033934573861188256,0.1131103515625,3830,0.7023782134056091,0.2,5008.35791015625,0.010439143
810.4,190,13,5234.36,559,1130496,0.3771941661834717,-1.7650770397856832,0.0003,18730.708938598633,-0.0011967326714511727,0.09342041015625,3840,0.33186811208724976,0.2,4259.556640625,0.009262467
783.18,190,14,4976.214,600,1138688,0.3770279288291931,-1.7627441940829158,0.0003,18133.787218093872,-0.0007624092986588948,0.0947998046875,3850,0.4245283007621765,0.2,3492.89453125,0.009327177
753.64,190,15,4812.7114,644,1146880,0.37683916091918945,-1.7609958002343773,0.0003,19986.011056518553,0.0005042312637669966,0.09119873046875,3860,0.4274269938468933,0.2,4536.77685546875,0.009012205
796.91,189,16,5260.287,690,1155072,0.37655654549598694,-1.7585207853466271,0.0003,23931.091107940672,-0.00012968621758773223,0.073974609375,3870,0.4655207395553589,0.2,5658.517578125,0.007985919
792.21,189,17,5353.853,735,1163264,0.3765011429786682,-1.7565797533839942,0.0003,18888.7967754364,0.00030816044854873324,0.10465087890625,3880,0.5163591504096985,0.2,4170.00146484375,0.009632531
768.57,189,18,5073.2764,776,1171456,0.37625229358673096,-1.7550746666267514,0.0003,20513.1526386261,2.992512636410538e-05,0.08416748046875,3890,0.30335623025894165,0.2,3246.458984375,0.008147997
746.42,190,19,4932.201,819,1179648,0.3761902451515198,-1.7533630535006524,0.0003,19800.188025665284,-0.0008476062752379221,0.111083984375,3900,0.3785133361816406,0.2,7496.806640625,0.009308955
719.94,190,20,4790.0137,860,1187840,0.3760955035686493,-1.75252601262182,0.0003,23358.139472198487,0.0019194026466720971,0.0913818359375,3910,0.26098889112472534,0.2,4665.44189453125,0.00914434
713.55,190,21,4758.686,904,1196032,0.3760848343372345,-1.7519324669614433,0.0003,21674.28102493286,-0.0002822067246597726,0.0748046875,3920,0.4495653510093689,0.2,5784.65478515625,0.0079829
749.9,189,22,4980.6367,952,1204224,0.3758717179298401,-1.750840950384736,0.0003,16238.627140808105,-0.0015251166700181785,0.08436279296875,3930,0.4897869825363159,0.2,6239.57373046875,0.0090122335
786.95,188,23,5303.0127,998,1212416,0.3757424056529999,-1.749083241634071,0.0003,13383.321183776856,0.001186951888666954,0.11278076171875,3940,0.7314260601997375,0.2,1921.8714599609375,0.009740981
776.76,189,24,5137.0557,1039,1220608,0.3754827380180359,-1.747034502774477,0.0003,12971.018786621094,-0.001013155121836462,0.09149169921875,3950,0.5755465626716614,0.2,3668.369384765625,0.009140639
755.95,189,25,4824.403,1079,1228800,0.3755249083042145,-1.7454717569053173,0.0003,19300.50773086548,-2.318427650607191e-05,0.08953857421875,3960,0.5418299436569214,0.2,3429.696044921875,0.0091150915
