time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-231.77681,572,32768,301.0,,,,,,,,,,,
2,169,-151.50969,386,65536,301.0,29.096954345703125,10,-5.652199034858495,-0.008316027757746269,0.008000585,85.2197079256177,0.2,0.1373565673828125,-0.0006443262100219727,0.9918032288551331,0.001
3,284,-9.723504,344,98304,301.0,45.4482307434082,20,-5.616700832825154,-0.016909514565531934,0.0102310795,101.21887679770589,0.2,0.150823974609375,0.25480079650878906,0.9808826446533203,0.001
4,400,163.14194,327,131072,301.0,73.04877471923828,30,-5.569163931068033,-0.018528373749836645,0.011958128,118.25625991672277,0.2,0.1816680908203125,0.3750377297401428,0.9705957770347595,0.001
5,515,120.14948,317,163840,301.0,11650.5869140625,40,-5.5171430056914685,-0.011475344778909857,0.011383789,2812.309307797253,0.2,0.1582244873046875,0.08904069662094116,0.9661362171173096,0.001
6,630,125.64405,311,196608,301.0,333.9512939453125,50,-5.485168523155153,-0.009093037131515302,0.009908661,1874.0960394278168,0.2,0.145953369140625,0.08923619985580444,0.9560186266899109,0.001
7,745,101.14942,307,229376,301.0,3704.24609375,60,-5.4379618970677255,-0.007487492494010439,0.008883296,1609.4544182255863,0.2,0.116497802734375,0.0319899320602417,0.9426026344299316,0.001
8,860,47.46589,304,262144,301.0,456.62139892578125,70,-5.38038642629981,-0.005470756360023188,0.00721258,1906.6175376996398,0.2,0.08426513671875,0.10864710807800293,0.9267187118530273,0.001
9,976,23.852913,302,294912,301.0,117.13008117675781,80,-5.342664998210966,-0.00555457549194216,0.0069909734,808.1347593799234,0.2,0.0933074951171875,0.3503308892250061,0.9214370250701904,0.001
10,1093,23.83933,299,327680,301.0,70.6362075805664,90,-5.316813381761312,-0.004022031010390492,0.006131675,216.8068939730525,0.2,0.0727142333984375,0.7022895812988281,0.9162627458572388,0.001
11,1210,50.794228,297,360448,301.0,131.22769165039062,100,-5.283372786827385,-0.0031056121869369236,0.007657765,1090.6602868288755,0.2,0.09327392578125,0.5168806910514832,0.9027501940727234,0.001
12,1328,49.20482,295,393216,301.0,149.24649047851562,110,-5.2467150677926835,-0.002203896564242314,0.0075920513,855.8713043391705,0.2,0.0846435546875,0.6362770795822144,0.9037625789642334,0.001
13,1446,58.62278,294,425984,301.0,124.364501953125,120,-5.242745383363217,-0.002599071106442352,0.0074900077,1162.103157171607,0.2,0.0934661865234375,0.5924147069454193,0.9041786789894104,0.001
14,1567,110.63016,292,458752,301.0,160.16090393066406,130,-5.231937963236123,-0.0011548929107220828,0.007964711,583.8270926356315,0.2,0.0979827880859375,0.7454459071159363,0.8990617990493774,0.001
15,1687,109.7145,291,491520,301.0,147.70211791992188,140,-5.229309273418039,-0.0014336818825768205,0.00956415,831.7704948797822,0.2,0.1117706298828125,0.6643613576889038,0.8934298157691956,0.001
