rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/std,train/explained_variance,train/entropy_loss,train/value_loss,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
434.10928,292.47,1,204,160,32768,,,,,,,,,,,,,
738.257,296.23,2,201,324,65536,0.6421356797218323,0.04990905523300171,-3.875637326389551,40880.56638336182,6469.98291015625,0.2,1240,0.08446496,0.001,0.55262451171875,0.05577740650915075,,
422.9886,295.46,3,201,487,98304,0.6425289511680603,0.2399335503578186,-3.8876698277890682,25250.074250793456,4394.65185546875,0.2,1250,0.047357783,0.001,0.40875244140625,0.027022323453275023,,
570.649,293.9,4,201,651,131072,0.6454254984855652,0.29705148935317993,-3.898250738158822,16215.668503189087,4783.40283203125,0.2,1260,0.044447463,0.001,0.385888671875,0.022712151795713,,
348.29483,284.97,5,201,815,163840,0.6479929685592651,0.251825213432312,-3.914728891476989,14471.56524734497,2300.608154296875,0.2,1270,0.04417323,0.001,0.3894927978515625,0.019761574407311855,,
330.65405,295.7,6,200,978,196608,0.6474747657775879,0.2756056785583496,-3.9220617644488813,11801.766996383667,2047.1553955078125,0.2,1280,0.04071536,0.001,0.3722503662109375,0.017323542188660213,,
307.44867,301.0,7,200,1141,229376,0.6489979028701782,0.23765617609024048,-3.92497338578105,8923.826316070557,1074.0311279296875,0.2,1290,0.03564032,0.001,0.3424957275390625,0.012835739703950822,,
217.54092,298.29,8,200,1305,262144,0.6461126804351807,0.26795679330825806,-3.9202696446329357,6771.608003997802,879.5906372070312,0.2,1300,0.029283345,0.001,0.3010986328125,0.008890382012396003,,
413.4754,296.13,9,200,1468,294912,0.645835816860199,0.2778503894805908,-3.9144091207534073,6839.948606681824,1081.26318359375,0.2,1310,0.03204899,0.001,0.313861083984375,0.010009169637487502,,
337.4485,298.38,10,200,1632,327680,0.6460096836090088,0.10016083717346191,-3.9104579128324986,8209.388049697876,932.0210571289062,0.2,1320,0.03511014,0.001,0.3342254638671875,0.01155070201093622,,
545.9195,301.0,11,200,1796,360448,0.6471107006072998,0.1469220519065857,-3.915312563255429,6615.661247825623,928.4412841796875,0.2,1330,0.034931675,0.001,0.3351348876953125,0.009759945587211405,,
216.27127,298.54,12,200,1959,393216,0.647120475769043,0.23004400730133057,-3.9217766754329206,6759.6744174957275,877.1795043945312,0.2,1340,0.02865998,0.001,0.2971160888671875,0.007850118639726133,,
