rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-229.59448,301.0,1,32768,56,577,,,,,,,,,,,
-181.44006,301.0,2,65536,115,567,0.1201202392578125,0.2,10,101.06236972808838,47.08124923706055,0.008195348,-0.0012856721878051758,-0.011011867748311487,0.9953776597976685,0.001,-5.660932070016861
-17.328094,301.0,3,98304,174,563,0.125762939453125,0.2,20,95.18060915470123,44.83552169799805,0.010374559,0.0,-0.012602695826899435,0.9888414740562439,0.001,-5.6353481113910675
93.24849,301.0,4,131072,233,561,0.1298126220703125,0.2,30,404.80057644844055,155.270751953125,0.010397678,0.0,-0.009193216329003917,0.9822680950164795,0.001,-5.603024008870125
132.83136,301.0,5,163840,292,559,0.123028564453125,0.2,40,1285.0373021602632,118.64511108398438,0.008449835,0.0,-0.004367065378391999,0.9759730100631714,0.001,-5.589238777756691
132.5088,301.0,6,196608,351,558,0.10311279296875,0.2,50,2208.6142089366913,984.0958251953125,0.008154896,0.0,-0.0024205851568694925,0.9730353355407715,0.001,-5.569038261473179
114.27711,301.0,7,229376,410,558,0.085174560546875,0.2,60,1870.9221575737,1637.2720947265625,0.009028304,5.960464477539063e-08,-0.003015772855724208,0.959364652633667,0.001,-5.532492877542973
62.048985,301.0,8,262144,469,557,0.0706268310546875,0.2,70,2201.86173286438,983.8338012695312,0.005172875,0.0,-0.0020229884841683086,0.952185869216919,0.001,-5.496239213645458
32.979984,301.0,9,294912,528,557,0.1439208984375,0.2,80,1135.889901447296,775.170166015625,0.007882621,0.0,0.0007954649761813925,0.9456632137298584,0.001,-5.450766797363758
7.299164,301.0,10,327680,587,557,0.0891876220703125,0.2,90,848.9143417358398,219.38909912109375,0.0054341042,1.1920928955078125e-07,-0.0013196386047638954,0.9359390139579773,0.001,-5.419374696910381
-19.943422,301.0,11,360448,647,556,0.05107421875,0.2,100,1246.67214012146,303.65350341796875,0.004659721,1.1920928955078125e-07,-0.001253790658665821,0.9314017295837402,0.001,-5.389503300189972
-61.573822,301.0,12,393216,707,556,0.046209716796875,0.2,110,1012.118069267273,1014.5059204101562,0.004424525,0.0,-0.00053835325052205,0.934660792350769,0.001,-5.378774546086788
-93.10382,301.0,13,425984,767,554,0.0325531005859375,0.2,120,546.8202669143677,275.0328063964844,0.005043309,0.0,-0.001759550938368193,0.9319549202919006,0.001,-5.3859452739357945
