rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/std,train/explained_variance,train/entropy_loss,train/value_loss,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
634.2914,291.89,1,208,156,32768,,,,,,,,,,,,,
444.59113,291.91,2,204,319,65536,0.6411300897598267,0.0011414289474487305,-3.87232040502131,40476.07453460693,7111.9365234375,0.2,1240,0.09164373,0.001,0.555926513671875,0.05530689017032273,,
544.4549,298.34,3,203,483,98304,0.6402712464332581,0.18797767162322998,-3.876449838280678,23979.065325164796,3553.60791015625,0.2,1250,0.045235455,0.001,0.3912994384765625,0.026341341129591456,,
640.7613,298.14,4,202,646,131072,0.6408758759498596,0.2307625412940979,-3.8743320014327765,16662.928088378907,2936.46728515625,0.2,1260,0.04333797,0.001,0.3879425048828125,0.02273662795269047,,
370.12152,288.31,5,202,809,163840,0.6426428556442261,0.31172966957092285,-3.879755288735032,13928.764278793335,2965.099609375,0.2,1270,0.043662485,0.001,0.3920806884765625,0.020123808472999372,,
573.41876,295.96,6,202,972,196608,0.6447089314460754,0.3011459708213806,-3.8930016469210384,11934.9569606781,1618.306884765625,0.2,1280,0.03734792,0.001,0.35093994140625,0.016638213751321018,,
728.9741,298.37,7,202,1135,229376,0.6453758478164673,0.2930348515510559,-3.900467114150524,11383.58338661194,1704.457763671875,0.2,1290,0.040805414,0.001,0.371875,0.016684689121393603,,
479.1916,296.49,8,201,1299,262144,0.6459954977035522,0.28159624338150024,-3.9031040482223034,10429.37029838562,1312.5550537109375,0.2,1300,0.03722743,0.001,0.358526611328125,0.017821198352612554,,
384.6874,296.34,9,201,1462,294912,0.6475117206573486,0.26759135723114014,-3.9097854793071747,8234.571036338806,1480.9713134765625,0.2,1310,0.03743892,0.001,0.35533447265625,0.012464718087358051,,
398.9039,291.82,10,201,1625,327680,0.64728182554245,0.2531002163887024,-3.912765484303236,7674.447581481933,929.1715698242188,0.2,1320,0.033363782,0.001,0.3312408447265625,0.009754541382244497,,
