rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/clip_range,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
903.8888888888889,32768,314,2386.3958,1,104,,,,,,,,,,,,,
922.3548387096774,65536,320,3177.5256,2,204,16998.00390625,-1.946873390674591,0.0001,0.10011011362075806,0.3944823741912842,0.00840682,2480,0.0710845947265625,45743.82701416015,0.2,0.0008034575977944769,,
953.4791666666666,98304,324,3027.714,3,302,18522.3359375,-1.9459765132516622,0.0001,0.10127907991409302,0.394412100315094,0.0071113007,2490,0.0500091552734375,46011.21665649414,0.2,0.0006434564402297838,,
938.63,131072,327,2991.7576,4,400,19535.953125,-1.9452864434570074,0.0001,0.18111735582351685,0.39434701204299927,0.009287431,2500,0.069415283203125,43758.76521606445,0.2,-0.00016610659877187574,,
956.0,163840,327,3302.8574,5,500,18582.44921875,-1.9445999819785356,0.0001,0.1564454436302185,0.3942683935165405,0.005057144,2510,0.035821533203125,46464.45830078125,0.2,-0.00029287899596965874,,
925.77,196608,327,3403.5967,6,600,15295.1044921875,-1.9438442949205637,0.0001,0.2154187560081482,0.39419734477996826,0.005221233,2520,0.031170654296875,42319.06696166992,0.2,0.00025094811135204507,,
950.44,229376,327,3550.3174,7,700,13254.0849609375,-1.9433787271380425,0.0001,0.23474842309951782,0.39417824149131775,0.0065016975,2530,0.042169189453125,40267.78173217773,0.2,0.0016080957379017492,,
966.87,262144,327,3767.3096,8,799,15097.8681640625,-1.9430530790239573,0.0001,0.24933046102523804,0.39412349462509155,0.0061385864,2540,0.0441009521484375,43212.8319519043,0.2,0.0003958841109124478,,
975.69,294912,327,3745.067,9,900,13467.4326171875,-1.9424142625182867,0.0001,0.27076494693756104,0.3940616250038147,0.0057676053,2550,0.03741455078125,38370.928521728514,0.2,0.0007004897139267996,,
999.79,327680,327,4246.959,10,1001,14054.0830078125,-1.9418595366179943,0.0001,0.40477287769317627,0.3940095901489258,0.006780819,2560,0.041619873046875,39244.037921142575,0.2,0.00023261318128788843,,
1024.91,360448,326,4616.4,11,1102,16530.57421875,-1.94118246473372,0.0001,0.3743140697479248,0.39393121004104614,0.0057554804,2570,0.037762451171875,40954.33655395508,0.2,0.000471137416025158,,
1061.55,393216,326,5198.6304,12,1204,14443.4619140625,-1.9408030547201633,0.0001,0.35149794816970825,0.39394697546958923,0.005968623,2580,0.04161376953125,43884.12188720703,0.2,8.669388225825969e-05,,
1070.92,425984,326,5550.7285,13,1303,12542.2783203125,-1.9407459516078234,0.0001,0.40217602252960205,0.393917977809906,0.005048226,2590,0.0270477294921875,40000.28379516602,0.2,-0.00036140733209322207,,
1076.36,458752,326,5554.6675,14,1402,13178.2763671875,-1.9403980422765017,0.0001,0.41301828622817993,0.39388424158096313,0.00491359,2600,0.0265594482421875,41786.49853515625,0.2,0.00015150393301155418,,
1107.55,491520,326,5787.7954,15,1507,16697.033203125,-1.940225748717785,0.0001,0.396606981754303,0.39388778805732727,0.0048760157,2610,0.026611328125,44053.996520996094,0.2,-0.0002850392549589742,,
1094.82,524288,325,5798.075,16,1609,14544.1591796875,-1.9400253519415855,0.0001,0.3712891936302185,0.393833190202713,0.005804372,2620,0.0445068359375,44340.07278442383,0.2,0.0018964665323437657,,
1110.13,557056,325,5963.848,17,1711,17900.5390625,-1.9396279074251652,0.0001,0.34325987100601196,0.39380770921707153,0.005763305,2630,0.041497802734375,46201.694805908206,0.2,0.0003556274634320289,,
