rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/n_updates,train/learning_rate,train/approx_kl,train/clip_fraction,train/explained_variance,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
630.8372093023256,82,1791.2991,32768,395,1,,,,,,,,,,,,,
688.6363636363636,172,2528.4226,65536,379,2,-1.947491706069559,0.0014761700727831339,0.2,2480,0.0001,0.012979411,0.1255096435546875,0.04867774248123169,0.3946189880371094,15962.6787109375,32520.07829360962,,
732.78,265,3138.9082,98304,369,3,-1.9470690074376762,0.0008615227474365383,0.2,2490,0.0001,0.008671861,0.0783203125,0.11544102430343628,0.3944999575614929,11586.5458984375,34698.33029251099,,
736.04,360,3323.7412,131072,364,4,-1.945940771047026,-9.4503792024625e-05,0.2,2500,0.0001,0.0075436602,0.06759033203125,0.1814509630203247,0.39438995718955994,9576.41015625,33024.48966598511,,
758.05,455,3685.662,163840,359,5,-1.9447120031341911,0.0019085379544776515,0.2,2510,0.0001,0.009375438,0.0794769287109375,0.20979928970336914,0.39426368474960327,13235.1083984375,36707.63225708008,,
758.04,549,3608.298,196608,357,6,-1.9437411887571217,0.002471327828061476,0.2,2520,0.0001,0.007869175,0.0636566162109375,0.24883687496185303,0.39418572187423706,13413.8515625,32083.62325744629,,
776.26,643,3929.9082,229376,356,7,-1.9431585642509162,0.00043911562006542225,0.2,2530,0.0001,0.009136701,0.0886444091796875,0.2923053503036499,0.39413702487945557,12355.75,33766.97093505859,,
829.53,736,4627.4873,262144,356,8,-1.942363497801125,0.0017181772976982757,0.2,2540,0.0001,0.007890261,0.075457763671875,0.36268579959869385,0.394032746553421,11742.79296875,31642.91139602661,,
796.28,829,4239.3696,294912,355,9,-1.941658719535917,-0.0008904084383175359,0.2,2550,0.0001,0.0063535264,0.0518646240234375,0.3146529197692871,0.39399486780166626,7863.70654296875,30812.012158203124,,
796.82,921,4423.4785,327680,355,10,-1.941077158972621,0.00041124926574411804,0.2,2560,0.0001,0.007084487,0.058184814453125,0.3695802688598633,0.39392712712287903,7773.31005859375,30727.126108551027,,
784.19,1016,4436.256,360448,354,11,-1.9406273130327463,-0.0009680825798568549,0.2,2570,0.0001,0.0071059694,0.062249755859375,0.4114254117012024,0.3939184546470642,8421.3662109375,33208.10335006714,,
800.55,1111,4700.185,393216,353,12,-1.939672291930765,-0.0003323631588500575,0.2,2580,0.0001,0.0070949057,0.0572479248046875,0.4089687466621399,0.39373278617858887,11570.0634765625,32255.8671333313,,
848.12,1206,5258.0996,425984,353,13,-1.938453985657543,-0.000549661076911434,0.2,2590,0.0001,0.006634834,0.050616455078125,0.391198992729187,0.3936818838119507,7667.5302734375,31167.738282775877,,
921.52,1304,6230.378,458752,351,14,-1.9379122951067984,-0.00022686331503791736,0.2,2600,0.0001,0.006315414,0.0491790771484375,0.46981656551361084,0.3936302661895752,11697.1181640625,29568.183990478516,,
971.44,1402,6973.4976,491520,350,15,-1.9371062448248266,0.0018744836510450114,0.2,2610,0.0001,0.008017037,0.071533203125,0.4968075156211853,0.3935251832008362,11505.5439453125,27745.899528503418,,
943.6,1497,6811.9824,524288,350,16,-1.936608126293868,0.0016300106424750993,0.2,2620,0.0001,0.0076659527,0.0671844482421875,0.4944690465927124,0.39354580640792847,9185.5283203125,28064.129388427733,,
923.02,1591,6710.697,557056,349,17,-1.9367952175438403,0.0007203142444268451,0.2,2630,0.0001,0.008275781,0.0723175048828125,0.48279833793640137,0.39355403184890747,6922.57958984375,29400.441473388673,,
955.55,1690,6993.172,589824,348,18,-1.936222198512405,0.0003930798016881454,0.2,2640,0.0001,0.0068547875,0.0549957275390625,0.476537823677063,0.39341574907302856,8450.6162109375,29282.15575027466,,
953.57,1785,6834.0444,622592,348,19,-1.9349463676102459,-0.0004447868330316851,0.2,2650,0.0001,0.007468405,0.07091064453125,0.553667277097702,0.3933020830154419,10960.7900390625,27157.997236633302,,
958.36,1883,7081.763,655360,347,20,-1.9337705425918101,-0.0006510904018796282,0.2,2660,0.0001,0.005501522,0.038714599609375,0.4557945132255554,0.3931787610054016,9944.66796875,28584.306636047364,,
960.3,1980,7422.245,688128,347,21,-1.9322210147976875,0.0011632233088676002,0.2,2670,0.0001,0.0071226167,0.06669921875,0.4927303194999695,0.39300912618637085,6572.1865234375,27129.21822280884,,
988.9,2078,7835.368,720896,346,22,-1.9307728396728634,-7.770704178255983e-05,0.2,2680,0.0001,0.0062404117,0.0552093505859375,0.4862405061721802,0.3929014205932617,10747.375,29124.902767181396,,
982.94,2185,7799.5156,753664,344,23,-1.9300167598761617,-0.000868845858167333,0.2,2690,0.0001,0.0056126923,0.0460418701171875,0.5176131129264832,0.39287009835243225,6505.61962890625,25593.27053604126,,
981.41,2287,7810.866,786432,343,24,-1.9288196552544832,-0.0003949121031837421,0.2,2700,0.0001,0.006323614,0.0510986328125,0.505264401435852,0.3926617205142975,11541.1787109375,27158.780910491943,,
980.98,2387,8155.0796,819200,343,25,-1.9270431268028916,0.0008409967209445313,0.2,2710,0.0001,0.0066841412,0.0574310302734375,0.5341982841491699,0.39253783226013184,10343.14453125,26073.979933929444,,
970.47,2484,8139.322,851968,342,26,-1.925717735197395,4.018753425043542e-05,0.2,2720,0.0001,0.0063953763,0.0498382568359375,0.5055239498615265,0.3923965096473694,8530.138671875,30186.96968765259,,
965.3,2578,8372.173,884736,343,27,-1.9244076205417513,0.00044548853256856093,0.2,2730,0.0001,0.0063451435,0.0475189208984375,0.4385488033294678,0.3922800123691559,13565.3525390625,30557.19530944824,,
961.36,2678,8258.045,917504,342,28,-1.9236095931380988,-0.0002331507854250958,0.2,2740,0.0001,0.0058840085,0.0456787109375,0.4251822829246521,0.39224791526794434,9021.8115234375,32885.26785430908,,
1015.01,2775,8675.25,950272,342,29,-1.923110109847039,0.0006979217794651049,0.2,2750,0.0001,0.0063679465,0.05040283203125,0.5627201497554779,0.39217495918273926,6370.52001953125,26448.293912506102,,
973.13,2870,7832.463,983040,342,30,-1.9227332770824432,-0.0007128067445592023,0.2,2760,0.0001,0.0063278624,0.0507476806640625,0.5055886507034302,0.3921758532524109,9876.3564453125,28829.481592559816,,
1006.31,2968,7614.0356,1015808,342,31,-1.922615844104439,0.00056984371967701,0.2,2770,0.0001,0.006401788,0.04849853515625,0.5259941220283508,0.39216411113739014,5949.6630859375,28734.34486465454,,
973.58,3066,7381.049,1048576,341,32,-1.9221305759623646,7.816332890797639e-05,0.2,2780,0.0001,0.007613182,0.0709228515625,0.2629210948944092,0.3921109437942505,6578.07177734375,167704.32715148927,,
1013.73,3167,8185.9,1081344,341,33,-1.9214402502402663,0.0018254546706884867,0.2,2790,0.0001,0.006252921,0.0525238037109375,0.5801344811916351,0.3920246362686157,7301.6875,35367.5494140625,,
990.27,3269,8767.985,1114112,340,34,-1.9205898857675492,0.0004005240496553597,0.2,2800,0.0001,0.0060436577,0.0453582763671875,0.6065128445625305,0.39193013310432434,8143.0,28500.465998077394,,
972.27,3365,8517.714,1146880,340,35,-1.9192787830717861,9.493302422924899e-05,0.2,2810,0.0001,0.0076067913,0.0720977783203125,0.4827927350997925,0.39175674319267273,8901.251953125,32320.8172744751,,
925.97,3463,7953.399,1179648,340,36,-1.917994749173522,0.0009289812998758862,0.2,2820,0.0001,0.006743634,0.0557861328125,0.49917441606521606,0.39169442653656006,12857.759765625,34923.21138839722,,
896.49,3560,7438.188,1212416,340,37,-1.9175021041184663,-0.0005732714049372589,0.2,2830,0.0001,0.005589799,0.03631591796875,0.5681710839271545,0.39166030287742615,11836.2763671875,30980.71826477051,,
931.67,3661,8007.8354,1245184,340,38,-1.9171087509952485,0.0011031462889150134,0.2,2840,0.0001,0.005709015,0.0411376953125,0.5557028949260712,0.3916122615337372,8512.423828125,29457.11288833618,,
990.38,3758,8857.984,1277952,340,39,-1.916739655379206,0.00029712697287322956,0.2,2850,0.0001,0.006791827,0.0581268310546875,0.6129532754421234,0.3915981352329254,9561.3837890625,35462.680236053464,,
1022.01,3856,9410.184,1310720,339,40,-1.9157939963042736,0.0011973209206189495,0.2,2860,0.0001,0.0058125937,0.0447296142578125,0.5690983235836029,0.39141613245010376,8142.6611328125,30487.815953063964,,
1060.89,3960,9863.735,1343488,339,41,-1.9143113839440047,0.0006038931367584155,0.2,2870,0.0001,0.0065376805,0.051007080078125,0.5764838755130768,0.3913140594959259,11268.9609375,28756.716645812987,,
1063.11,4059,9597.709,1376256,339,42,-1.9133308499120176,-0.00010464369952387643,0.2,2880,0.0001,0.005897596,0.0456634521484375,0.6175842881202698,0.3912365436553955,10970.904296875,28300.14447784424,,
1025.08,4162,9145.815,1409024,338,43,-1.9121667499653996,0.00022440986249421256,0.2,2890,0.0001,0.00640331,0.0516571044921875,0.5310890078544617,0.3910910487174988,8015.41943359375,30806.754800415038,,
1005.89,4263,9101.354,1441792,338,44,-1.9106498973444104,0.00015165987169893925,0.2,2900,0.0001,0.007316884,0.0637451171875,0.5716353356838226,0.390935480594635,9342.1591796875,27285.146998596192,,
976.41,4359,9041.089,1474560,338,45,-1.9092319563031197,0.0004284088998247171,0.2,2910,0.0001,0.0054069515,0.0414703369140625,0.5776489675045013,0.39081668853759766,10603.697265625,32665.037877655028,,
999.23,4457,9271.468,1507328,338,46,-1.9084789394401014,-0.00013502713227353524,0.2,2920,0.0001,0.00625218,0.0484161376953125,0.5259875655174255,0.39078450202941895,11773.4638671875,30369.26452026367,,
990.84,4559,9375.15,1540096,337,47,-1.9081414652056992,0.000869448820958496,0.2,2930,0.0001,0.0064480407,0.0472991943359375,0.5514349639415741,0.3907649517059326,10638.96484375,29781.241170501708,,
876.32,4660,8094.6123,1572864,337,48,-1.907858249824494,0.00024111135990096956,0.2,2940,0.0001,0.006000094,0.0529937744140625,0.5442253947257996,0.3907184600830078,10184.6953125,34204.72260589599,,
,,,1600000,,,-1.9075315359048546,0.0007399983469440485,0.2,2950,0.0001,0.0061468994,0.047662353515625,0.49373871088027954,0.3907006084918976,10236.6435546875,34723.21172561646,875.34,6217.4169921875
899.81,5086,8617.985,1605632,315,49,,,,,,,,,,,,,
