time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
208,32768,580.0,2226.174,157,1,,,,,,,,,,,,,
199,65536,589.765306122449,2425.132,328,2,0.031605486,1860,-2.735544721595943,0.7116305232048035,792.7791748046875,0.006089384545975918,0.48020386695861816,0.291796875,5176.600637578964,0.2,0.001,,
196,98304,594.77,2445.7097,500,3,0.028763942,1870,-2.718831173144281,0.6848604083061218,698.375,0.005104848998598754,0.4776257574558258,0.275054931640625,4215.6548052310945,0.2,0.001,,
194,131072,595.28,2352.208,672,4,0.030877471,1880,-2.696542565897107,0.7317948043346405,540.3973388671875,0.005689046462521219,0.4758947491645813,0.2948974609375,3890.1937169075013,0.2,0.001,,
194,163840,592.58,2547.6716,844,5,0.030389093,1890,-2.6840420344844462,0.7137136459350586,923.9266967773438,0.00507945615281642,0.4737701416015625,0.2970245361328125,3814.043094730377,0.2,0.001,,
193,196608,586.87,2379.486,1015,6,0.030053908,1900,-2.655590005591512,0.673211544752121,707.3624267578125,0.004634847894067207,0.47040891647338867,0.29803466796875,4840.162564754486,0.2,0.001,,
193,229376,595.29,2668.3132,1187,7,0.03048588,1910,-2.63233477268368,0.7126940488815308,492.9159240722656,0.005838444163418899,0.4673444330692291,0.288897705078125,3863.1524876356125,0.2,0.001,,
192,262144,594.55,2549.7004,1359,8,0.031212082,1920,-2.6234461260959505,0.6933591067790985,523.8711547851562,0.006011352511904988,0.4675958752632141,0.29417724609375,4113.759758329392,0.2,0.001,,
192,294912,586.24,2340.3882,1534,9,0.028189804,1930,-2.6133881218731405,0.7707886844873428,1561.1492919921875,0.003899085307511996,0.4655245542526245,0.2805084228515625,3733.723333120346,0.2,0.001,,
191,327680,592.71,2494.898,1708,10,0.031527407,1940,-2.604550781659782,0.7502979785203934,371.89276123046875,0.005904642130190041,0.4654802978038788,0.3004058837890625,3840.562796449661,0.2,0.001,,
191,360448,597.9,2282.1428,1882,11,0.031781673,1950,-2.6051408726722003,0.7414989471435547,650.2689208984375,0.004871750094480376,0.46448013186454773,0.2983734130859375,4186.939147877693,0.2,0.001,,
191,393216,590.03,2164.2905,2054,12,0.03109333,1960,-2.599439231865108,0.7907709777355194,474.4532165527344,0.0043517708965737254,0.4646284282207489,0.2942657470703125,2805.422924518585,0.2,0.001,,
191,425984,580.65,2040.7772,2227,13,0.03270446,1970,-2.591562074795365,0.7543447613716125,890.5339965820312,0.0074663174930719835,0.4625203311443329,0.30556640625,4629.765842914581,0.2,0.001,,
191,458752,587.02,1967.5446,2398,14,0.03313371,1980,-2.5747106248512863,0.7575274556875229,820.292724609375,0.005627901181287598,0.4614526629447937,0.304473876953125,4689.30481133461,0.2,0.001,,
