time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/value_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/loss
123,18162.176,1,8192,1647.5,66,,,,,,,,,,,
253,17422.441,2,16384,1586.375,64,0.0001,0.46197158098220825,20016.988889312743,0.004603056,3730,0.00016372094032703898,0.3897237777709961,0.2,-1.8976375022903085,0.02293701171875,5027.1123046875
403,17715.691,3,24576,1644.3636363636363,60,0.0001,0.6464486122131348,19148.665397644043,0.0052521457,3740,0.00018751898205664473,0.38969433307647705,0.2,-1.8976332142949104,0.0360595703125,4439.353515625
539,17851.555,4,32768,1662.5,60,0.0001,0.6137861013412476,19522.29480819702,0.00556475,3750,-0.001960880114711472,0.3896537125110626,0.2,-1.8972882207483053,0.03135986328125,3387.324462890625
687,18452.031,5,40960,1696.7272727272727,59,0.0001,0.5622728765010834,19700.782244491576,0.004316489,3760,-0.000795229799405206,0.38964879512786865,0.2,-1.8969525296241045,0.02598876953125,1936.1182861328125
834,18952.236,6,49152,1751.923076923077,58,0.0001,0.6426648497581482,14416.48021583557,0.005782238,3770,-0.0005182759850868024,0.3896287679672241,0.2,-1.8968624502420426,0.041943359375,3470.2392578125
973,18849.232,7,57344,1777.2413793103449,58,0.0001,0.6725921332836151,17257.32409210205,0.0059717586,3780,-0.0022281996625679312,0.3896865248680115,0.2,-1.8970782300457358,0.04107666015625,3069.18505859375
1106,18703.95,8,65536,1755.0857142857142,59,0.0001,0.5731638073921204,16638.73261756897,0.0052039875,3790,-0.002378077856337768,0.3897002339363098,0.2,-1.8974227720871568,0.0339111328125,4583.8681640625
1253,18021.299,9,73728,1718.6923076923076,58,0.0001,0.5562407076358795,18332.47331008911,0.0060799173,3800,-4.584180351230316e-05,0.38974428176879883,0.2,-1.8976976383477449,0.047509765625,4511.4755859375
1393,18933.094,10,81920,1781.911111111111,58,0.0001,0.5937609672546387,19217.8755859375,0.0045074495,3810,-0.0009926373335474637,0.38976213335990906,0.2,-1.8980469800531865,0.02462158203125,4017.69384765625
1546,18996.623,11,90112,1779.0851063829787,58,0.0001,0.6937603056430817,16312.672116088866,0.0049283095,3820,-2.661659200384747e-05,0.38963213562965393,0.2,-1.897592898644507,0.039990234375,4140.7626953125
1666,18207.812,12,98304,1765.9074074074074,58,0.0001,0.6358415186405182,15681.9269947052,0.006634199,3830,-0.0016698068180630798,0.38954225182533264,0.2,-1.8965083725750447,0.04954833984375,2643.0498046875
1796,17907.697,13,106496,1733.6440677966102,59,0.0001,0.6710536479949951,19746.502102661132,0.0049483296,3840,-0.001238409876532387,0.38960355520248413,0.2,-1.8962101310491561,0.0291748046875,2483.7998046875
1940,18030.863,14,114688,1745.75,59,0.0001,0.5390731990337372,19356.22322769165,0.005562074,3850,-0.0017845885995484423,0.3895888924598694,0.2,-1.8965156365185976,0.0388671875,3496.96337890625
2083,17751.951,15,122880,1713.1323529411766,58,0.0001,0.7654578536748886,16186.184423446655,0.0059073074,3860,-0.0022692319507768843,0.3895559310913086,0.2,-1.8963100519031286,0.042236328125,4782.9775390625
2220,17438.496,16,131072,1701.7837837837837,59,0.0001,0.6759373545646667,17784.51329421997,0.005806924,3870,-0.0029152217619412115,0.38950806856155396,0.2,-1.8958430022001267,0.04091796875,2855.6630859375
2355,17282.797,17,139264,1689.975,59,0.0001,0.6596953570842743,18045.276895904542,0.0054202266,3880,-0.0008879178803908871,0.3894161880016327,0.2,-1.8950758209452032,0.03516845703125,5956.09619140625
2502,17302.053,18,147456,1680.107142857143,58,0.0001,0.6999005675315857,17609.19562072754,0.0052139023,3890,-0.001607454062832403,0.38935714960098267,0.2,-1.8942617997527122,0.03741455078125,4310.77197265625
2631,17173.322,19,155648,1670.0434782608695,59,0.0001,0.710866242647171,16658.284812164307,0.0056465566,3900,-0.0023042584041832017,0.38929495215415955,0.2,-1.8937163034453988,0.0375,5253.73193359375
2778,17170.006,20,163840,1660.125,58,0.0001,0.811728298664093,16078.401027679443,0.0055353623,3910,-0.0011985699162323725,0.3892923891544342,0.2,-1.8934454806149006,0.0415283203125,4920.3974609375
2916,17158.904,21,172032,1657.89,58,0.0001,0.6046976149082184,16770.896103668212,0.0050170114,3920,-0.0007168358297349187,0.38925302028656006,0.2,-1.8933133704587817,0.03223876953125,2873.6103515625
3046,16927.71,22,180224,1641.87,59,0.0001,0.6819226145744324,20254.765534973143,0.0064496435,3930,-0.0018684454564208864,0.3892611563205719,0.2,-1.8931198492646217,0.0552734375,4078.90478515625
3184,16877.547,23,188416,1647.68,59,0.0001,0.4819101095199585,23843.611044311525,0.0050179143,3940,-0.00022893348505022005,0.3892871141433716,0.2,-1.8932767126709222,0.03819580078125,7441.70458984375
3342,17054.69,24,196608,1671.23,58,0.0001,0.705974817276001,18109.700355529785,0.004228981,3950,-0.0004925121153064538,0.3893468976020813,0.2,-1.8937053333967924,0.02886962890625,4656.791015625
3477,16904.318,25,204800,1673.76,58,0.0001,0.7852889448404312,19872.72682647705,0.0067920676,3960,-0.00043563906874624083,0.3893789052963257,0.2,-1.8941862348467111,0.05142822265625,3481.829345703125
