rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,eval/mean_ep_length,eval/mean_reward
858.1034482758621,2600.984,338,96,32768,1,,,,,,,,,,,,,
935.2131147540983,3269.2632,343,190,65536,2,0.0001,0.05721435546875,-1.9471324980258942,49441.11333007812,8.247914811363444e-05,0.2,21043.830078125,0.05867421627044678,2480,0.007876681,0.39452630281448364,,
957.1979166666666,3444.8396,352,279,98304,3,0.0001,0.0399322509765625,-1.9465705133974551,50757.22548828125,4.154060879955068e-05,0.2,18524.59375,0.11974430084228516,2490,0.0062732548,0.39449313282966614,,
977.99,3665.5823,356,368,131072,4,0.0001,0.0422149658203125,-1.9463338419795035,47636.98435058594,-0.00018897343834396453,0.2,17084.458984375,0.07302844524383545,2500,0.0066931103,0.39447277784347534,,
1002.65,3714.9019,356,460,163840,5,0.0001,0.0259124755859375,-1.946249007433653,46053.74375,-0.0005242103303316981,0.2,19847.04296875,0.14663165807724,2510,0.005166926,0.39448094367980957,,
1002.3,3816.9836,357,549,196608,6,0.0001,0.0278900146484375,-1.9463297501206398,46011.987622070315,0.00028185055271023884,0.2,18301.6953125,0.19252759218215942,2520,0.004819004,0.3944872319698334,,
1017.73,4257.642,357,642,229376,7,0.0001,0.02894287109375,-1.9463120065629482,51406.08950195312,0.0003975159284891561,0.2,21092.37109375,0.22878903150558472,2530,0.0051050363,0.39448341727256775,,
1012.01,4506.449,356,735,262144,8,0.0001,0.0271148681640625,-1.9459635585546493,52177.27353515625,4.2717834730865434e-05,0.2,20684.51171875,0.24168908596038818,2540,0.0050821565,0.39441564679145813,,
999.8,4681.391,356,827,294912,9,0.0001,0.032275390625,-1.9453407876193523,50243.07631835937,-6.488893268397078e-06,0.2,23555.447265625,0.25476962327957153,2550,0.0062085944,0.39435911178588867,,
1011.49,5001.6323,356,920,327680,10,0.0001,0.045404052734375,-1.9449761740863323,51794.24741210938,-0.0006897210892930161,0.2,21413.98046875,0.2860824465751648,2560,0.007225448,0.3943510055541992,,
1037.15,5576.5684,355,1015,360448,11,0.0001,0.027825927734375,-1.9448180064558982,51593.02602539062,-0.0007076362249790691,0.2,22391.392578125,0.28591418266296387,2570,0.005234237,0.3943241536617279,,
1022.58,5869.661,353,1110,393216,12,0.0001,0.0322113037109375,-1.9445691406726837,51627.8140625,0.00022144320391817018,0.2,21710.697265625,0.3273029923439026,2580,0.005785308,0.39430612325668335,,
1030.42,6073.1514,353,1204,425984,13,0.0001,0.0231109619140625,-1.944275400787592,54072.85681152344,0.00020703843038063496,0.2,23354.873046875,0.33551132678985596,2590,0.004367314,0.3942592740058899,,
1003.61,5748.9375,353,1298,458752,14,0.0001,0.024139404296875,-1.943971335142851,50360.240063476565,0.0001845018290623557,0.2,22153.017578125,0.3243386745452881,2600,0.0047023813,0.39424988627433777,,
1019.67,5952.4067,353,1392,491520,15,0.0001,0.031884765625,-1.9438130885362626,55378.3095703125,-0.0006547497214342002,0.2,20267.681640625,0.3329434394836426,2610,0.005780356,0.3942239582538605,,
1029.26,6072.226,352,1486,524288,16,0.0001,0.0271636962890625,-1.9434184163808823,53373.334375,-4.522657109191641e-05,0.2,20768.37890625,0.35560888051986694,2620,0.0050039045,0.394166499376297,,
1016.91,6431.1606,352,1580,557056,17,0.0001,0.024468994140625,-1.9429541736841203,50807.16254882813,2.9186167375883086e-05,0.2,19323.734375,0.40893006324768066,2630,0.0048448844,0.3941364288330078,,
1023.78,6800.265,351,1677,589824,18,0.0001,0.0205963134765625,-1.9427312470972538,50880.85146484375,-0.0005449817166663706,0.2,22160.552734375,0.3742741346359253,2640,0.004525444,0.39412587881088257,,
972.0,6614.688,351,1769,622592,19,0.0001,0.02108154296875,-1.9424839362502098,49158.971875,-0.0002876571918022819,0.2,18727.435546875,0.41207587718963623,2650,0.0044443,0.3940865993499756,,
954.07,6724.62,352,1861,655360,20,0.0001,0.0127960205078125,-1.942080633342266,55620.258618164065,-0.0004534139530733228,0.2,23795.46875,0.32434898614883423,2660,0.003716211,0.39404380321502686,,
941.05,6848.802,352,1954,688128,21,0.0001,0.0154815673828125,-1.9418916940689086,57412.85505371094,0.0003230299502320122,0.2,24637.96875,0.38045966625213623,2670,0.003774175,0.3940531015396118,,
977.3,7422.725,351,2050,720896,22,0.0001,0.0256011962890625,-1.941876193881035,52959.68149414063,-0.0003695587387483101,0.2,21134.486328125,0.3898985981941223,2680,0.0050370493,0.39402881264686584,,
1020.52,7840.095,349,2157,753664,23,0.0001,0.018011474609375,-1.9414283461868762,49525.07775878906,9.207561670336873e-05,0.2,20286.56640625,0.4484449028968811,2690,0.003739381,0.39396190643310547,,
1046.62,7877.543,348,2259,786432,24,0.0001,0.0209075927734375,-1.940761185437441,46939.13168945313,-0.0005394415071350523,0.2,18540.701171875,0.44874268770217896,2700,0.0045557213,0.39390477538108826,,
1021.43,7564.416,348,2352,819200,25,0.0001,0.0186859130859375,-1.9405409120023251,49924.366967773436,0.00043777018145192416,0.2,18205.193359375,0.4299679398536682,2710,0.003992221,0.3939245641231537,,
1030.76,7585.109,347,2452,851968,26,0.0001,0.0212982177734375,-1.940618921071291,53853.28754882813,0.0001229454130225349,0.2,24594.619140625,0.4173187017440796,2720,0.0043266434,0.39390674233436584,,
982.06,7151.1143,347,2547,884736,27,0.0001,0.0265594482421875,-1.9403639785945415,53467.53176269531,-6.189132982399314e-05,0.2,21586.314453125,0.49477308988571167,2730,0.00479535,0.39387330412864685,,
1029.25,7601.5093,346,2649,917504,28,0.0001,0.0330535888671875,-1.9402043722569942,55162.701000976565,0.0009785011621715966,0.2,21185.41796875,0.44190603494644165,2740,0.005412053,0.3938843607902527,,
1031.32,7683.2905,346,2745,950272,29,0.0001,0.024700927734375,-1.9402338407933712,52238.12346191406,-0.00021006803362979553,0.2,22177.2890625,0.4991133213043213,2750,0.0041911616,0.3938747048377991,,
1081.19,7708.1426,345,2842,983040,30,0.0001,0.0276580810546875,-1.9402281120419502,59953.823510742186,-0.00021461820651893503,0.2,26222.515625,0.4340490698814392,2760,0.0050837314,0.3938842713832855,,
1079.42,8248.278,345,2939,1015808,31,0.0001,0.0198638916015625,-1.9403038583695889,142754.973828125,-0.0001357161563646514,0.2,47988.6953125,0.3396385908126831,2770,0.0037909092,0.3938865661621094,,
1058.05,6786.4883,344,3040,1048576,32,0.0001,0.0236175537109375,-1.9403694443404675,53732.785327148435,0.00027689897979144007,0.2,19088.03125,0.49249404668807983,2780,0.004791147,0.39389845728874207,,
1061.96,7315.5312,344,3138,1081344,33,0.0001,0.0261016845703125,-1.9404276505112648,850452.1466796875,-0.0002689012486371212,0.2,375611.9375,0.2473987340927124,2790,0.0050454047,0.3939012587070465,,
1048.84,7308.5312,344,3234,1114112,34,0.0001,0.01976318359375,-1.940410502254963,58012.31611328125,-9.153830105788075e-05,0.2,23263.771484375,0.5093840956687927,2800,0.004169342,0.3938884139060974,,
1088.53,7189.46,343,3334,1146880,35,0.0001,0.015252685546875,-1.9400762349367142,53789.18227539062,0.000150892160309013,0.2,19655.03515625,0.5064826309680939,2810,0.0039104274,0.3938315808773041,,
1081.43,4902.65,343,3432,1179648,36,0.0001,0.0444427490234375,-1.9399190321564674,623391.171875,0.0032291069604980295,0.2,238379.5,0.37400388717651367,2820,0.007018932,0.39387330412864685,,
1093.66,4934.417,343,3533,1212416,37,0.0001,0.0241790771484375,-1.9401607528328895,975741.5970703125,-0.0005215750621573534,0.2,582395.375,0.4541984796524048,2830,0.0045689293,0.39387136697769165,,
1081.61,6660.871,342,3634,1245184,38,0.0001,0.019677734375,-1.9400878198444844,57056.10078125,0.0005620902426016983,0.2,25689.439453125,0.4508369565010071,2840,0.004423934,0.39385658502578735,,
1063.04,7619.2314,342,3734,1277952,39,0.0001,0.013525390625,-1.939973597228527,52787.109692382815,-0.0006212663123733364,0.2,22020.310546875,0.5995258986949921,2850,0.0037872067,0.39385291934013367,,
1040.0,8098.8276,341,3834,1310720,40,0.0001,0.019708251953125,-1.9398630790412426,61031.89460449219,7.77627581555862e-05,0.2,24117.98828125,0.6725387573242188,2860,0.004291362,0.39383256435394287,,
1026.94,7558.4126,341,3934,1343488,41,0.0001,0.0133331298828125,-1.9395810216665268,257570.48813476562,0.0009673839369497728,0.2,150184.78125,0.4384719729423523,2870,0.0035040053,0.39380186796188354,,
1038.91,6114.8457,341,4033,1376256,42,0.0001,0.0205474853515625,-1.9394360609352588,245783.7573730469,0.00036461821000557395,0.2,119960.109375,0.5874278843402863,2880,0.004656716,0.393809050321579,,
1031.07,6720.109,341,4128,1409024,43,0.0001,0.021978759765625,-1.9393954791128636,713047.5009765625,-0.000802046456374228,0.2,509503.25,0.4785011410713196,2890,0.004394795,0.3937873840332031,,
1007.76,6313.4326,341,4227,1441792,44,0.0001,0.0182281494140625,-1.9391906641423702,56665.00451660156,-0.0005407363663834985,0.2,24840.30859375,0.4752967357635498,2900,0.00411048,0.3937686085700989,,
1000.16,7624.174,341,4324,1474560,45,0.0001,0.0218017578125,-1.9391008593142032,361834.8963867187,2.0747756207128986e-05,0.2,270050.6875,0.5525024235248566,2910,0.0047846856,0.3937745988368988,,
1016.75,7563.484,340,4427,1507328,46,0.0001,0.0225341796875,-1.9390348836779594,59775.77890625,0.000372959095693659,0.2,23490.4140625,0.41197288036346436,2920,0.0043389,0.39374417066574097,,
1108.86,9030.416,339,4533,1540096,47,0.0001,0.0135223388671875,-1.9388229496777059,104041.14584960937,-0.0009036161689436994,0.2,26371.771484375,0.4578498601913452,2930,0.0036643685,0.39373835921287537,,
1122.81,9148.336,338,4642,1572864,48,0.0001,0.0195220947265625,-1.9388266071677207,49370.765380859375,0.0002159274597943295,0.2,17819.291015625,0.6146828830242157,2940,0.0041678427,0.39374059438705444,,
,,,,1600000,,0.0001,0.01641845703125,-1.9387292690575122,55217.6998046875,-0.0003694563958561048,0.2,24593.1953125,0.4955254793167114,2950,0.004109194,0.39371463656425476,1397.56,4275.32421875
1097.5,8757.647,304,5276,1605632,49,,,,,,,,,,,,,
1064.6,8536.6045,305,5371,1638400,50,0.0001,0.019500732421875,-1.9383554928004743,53741.24816894531,-0.00034401135199004786,0.2,21573.615234375,0.49275243282318115,2960,0.0041432176,0.39366865158081055,,
1057.96,8784.253,305,5466,1671168,51,0.0001,0.0259918212890625,-1.9380967438220977,51673.01696777344,-8.198358264053241e-05,0.2,17115.67578125,0.5084875822067261,2970,0.004899082,0.3936694264411926,,
1077.35,8740.477,306,5563,1703936,52,0.0001,0.0186248779296875,-1.9380537785589695,50445.2693359375,-0.00027137118377140723,0.2,19766.779296875,0.48179304599761963,2980,0.0042033014,0.3936499357223511,,
1106.67,9168.957,306,5659,1736704,53,0.0001,0.023492431640625,-1.938004107773304,149618.4132080078,-0.000776200423570117,0.2,41804.65625,0.48353779315948486,2990,0.004790592,0.3936688303947449,,
1117.02,9051.761,307,5752,1769472,54,0.0001,0.0227325439453125,-1.9381792962551116,147955.63637695313,-6.544941570609807e-05,0.2,59599.69140625,0.5769037306308746,3000,0.0045588883,0.3936810791492462,,
1120.38,7666.668,308,5849,1802240,55,0.0001,0.0214447021484375,-1.9382961988449097,51698.95512695312,-0.0005674707783327904,0.2,19960.134765625,0.5142493844032288,3010,0.0043956987,0.3936895728111267,,
1130.24,7754.125,308,5944,1835008,56,0.0001,0.014312744140625,-1.9383642852306366,500069.0751953125,0.0006677326236967929,0.2,205676.4375,0.5015692114830017,3020,0.0032680058,0.39369842410087585,,
1098.67,5800.378,309,6039,1867776,57,0.0001,0.036212158203125,-1.9383374877274036,186178.81362304688,-0.00035441069485386834,0.2,46340.234375,0.6538780033588409,3030,0.0062092673,0.3936803936958313,,
1071.58,6798.709,309,6135,1900544,58,0.0001,0.0213531494140625,-1.9381983503699303,627496.295703125,-0.0012113733777368908,0.2,254922.515625,0.5601275861263275,3040,0.004260894,0.3936764895915985,,
1122.81,7007.2505,310,6231,1933312,59,0.0001,0.022198486328125,-1.9380190171301366,75856.29951171875,0.00021821561458637006,0.2,31052.326171875,0.7093087434768677,3050,0.0045235935,0.3936356008052826,,
1110.6,7690.29,310,6323,1966080,60,0.0001,0.0195465087890625,-1.9376835636794567,257288.3938720703,-0.00043899968659388833,0.2,164451.734375,0.5411260724067688,3060,0.004133571,0.3936174511909485,,
1135.67,7577.3975,311,6421,1998848,61,0.0001,0.0177764892578125,-1.9373797990381718,55148.13049316406,-0.00011981651186943054,0.2,20832.3046875,0.5843391716480255,3070,0.004381906,0.39357081055641174,,
1145.07,7461.1924,311,6520,2031616,62,0.0001,0.0209808349609375,-1.9370496064424514,358157.08173828124,-0.00044958970393054186,0.2,67594.09375,0.7156786620616913,3080,0.004748429,0.39356204867362976,,
