rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/iterations,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,eval/mean_ep_length,eval/mean_reward
908.3076923076923,3033.9448,348,94,32768,1,,,,,,,,,,,,,
901.0169491525423,2935.887,348,188,65536,2,0.0001,0.0446624755859375,-1.947680190950632,53315.52746582031,0.0008438212214969098,0.2,24069.74609375,0.11856096982955933,2480,0.0072563738,0.3946373164653778,,
937.979797979798,3216.5176,346,283,98304,3,0.0001,0.0402130126953125,-1.9479508802294732,53973.368334960935,0.00022015762515366079,0.2,21807.017578125,0.09783369302749634,2490,0.0060930876,0.39463382959365845,,
938.06,3296.8508,349,374,131072,4,0.0001,0.0321563720703125,-1.947592669725418,52448.80952148438,0.0004755550435220357,0.2,24050.5390625,0.12672549486160278,2500,0.00618844,0.39456707239151,,
970.88,3560.868,351,465,163840,5,0.0001,0.0373291015625,-1.9471011973917485,49094.653125,0.0006014750550093595,0.2,19091.271484375,0.07769644260406494,2510,0.006063046,0.3945406675338745,,
975.33,3846.3547,354,555,196608,6,0.0001,0.0369354248046875,-1.9467863872647286,47919.4115234375,-0.0005843094360898249,0.2,18102.5625,0.18504583835601807,2520,0.005970025,0.39450132846832275,,
999.02,4350.1436,354,647,229376,7,0.0001,0.02076416015625,-1.9465766921639442,50151.4775390625,-0.00036870743497274816,0.2,21332.341796875,0.22036153078079224,2530,0.004774113,0.39449915289878845,,
987.96,4656.632,354,739,262144,8,0.0001,0.0200897216796875,-1.9467119254171847,50067.23825683594,-8.913794663385488e-05,0.2,20877.349609375,0.2568112015724182,2540,0.004503834,0.39453020691871643,,
957.98,4664.1343,355,829,294912,9,0.0001,0.0292144775390625,-1.9468350470066071,51371.65668945313,3.821391364908777e-05,0.2,19304.9140625,0.2605571746826172,2550,0.0056294887,0.3945232033729553,,
938.34,4424.88,355,921,327680,10,0.0001,0.028643798828125,-1.946872977912426,55294.27004394531,-0.00015924874678603375,0.2,24201.998046875,0.2035539150238037,2560,0.005733358,0.3945392966270447,,
937.68,4397.2236,355,1012,360448,11,0.0001,0.0141082763671875,-1.9468860246241093,50596.0419921875,-0.00017221519228769467,0.2,22035.017578125,0.32870233058929443,2570,0.003976385,0.3945254385471344,,
973.9,4833.1187,355,1105,393216,12,0.0001,0.01766357421875,-1.9467396020889283,48291.164379882815,6.223475720616989e-05,0.2,19292.76171875,0.32674098014831543,2580,0.0042870836,0.3945128917694092,,
1031.57,5465.2905,355,1198,425984,13,0.0001,0.0284912109375,-1.9466375321149827,49898.9890625,-7.327072380576282e-05,0.2,21366.509765625,0.3587568402290344,2590,0.004654156,0.3945060968399048,,
1034.35,5609.922,354,1294,458752,14,0.0001,0.021728515625,-1.9464552313089372,49650.111083984375,0.0001546811552543659,0.2,20601.8671875,0.34700220823287964,2600,0.004660041,0.3944719731807709,,
1044.23,5842.3057,354,1386,491520,15,0.0001,0.0299346923828125,-1.9461447171866895,48139.103198242185,-0.00033157611978822387,0.2,21987.244140625,0.3785373568534851,2610,0.0055278055,0.39445173740386963,,
1038.48,6319.6914,354,1478,524288,16,0.0001,0.019940185546875,-1.9459313549101354,52516.09702148438,-0.0003518451048876159,0.2,22524.296875,0.36727577447891235,2620,0.004277004,0.3944244384765625,,
1064.01,7037.9575,354,1573,557056,17,0.0001,0.0184417724609375,-1.9455339193344117,55184.73271484375,-2.8855616983491926e-05,0.2,20633.099609375,0.36046087741851807,2630,0.0039976947,0.39437010884284973,,
1009.69,6659.918,353,1667,589824,18,0.0001,0.03193359375,-1.945075623691082,51008.051513671875,-0.0003738992469152436,0.2,19718.80859375,0.42436110973358154,2640,0.0051682442,0.39433836936950684,,
1018.73,6895.4106,353,1761,622592,19,0.0001,0.0315887451171875,-1.944870475679636,59646.00246582031,-0.0006606550683500245,0.2,22808.4921875,0.38153785467147827,2650,0.005677235,0.39432740211486816,,
1083.74,7688.436,352,1859,655360,20,0.0001,0.0170074462890625,-1.9446197234094142,52248.91838378906,7.205563088064082e-05,0.2,21863.33984375,0.4376564025878906,2660,0.0041635814,0.39428818225860596,,
1101.29,7764.1294,352,1952,688128,21,0.0001,0.01949462890625,-1.944362822175026,47542.18957519531,-7.874623988755048e-05,0.2,19291.56640625,0.5013993680477142,2670,0.0042025754,0.3942829966545105,,
1160.64,8522.674,351,2049,720896,22,0.0001,0.0235595703125,-1.9441663280129433,149182.3619140625,0.0005833353221532889,0.2,37999.7265625,0.322331964969635,2680,0.0048401263,0.3942453861236572,,
1082.22,7578.5566,351,2145,753664,23,0.0001,0.0216522216796875,-1.943862721323967,61388.338549804685,6.0394393949536605e-05,0.2,26877.66015625,0.5284750759601593,2690,0.0047822776,0.3942250609397888,,
1060.54,6655.2256,351,2238,786432,24,0.0001,0.015240478515625,-1.9435640044510365,148016.452734375,-0.0006101478327764198,0.2,58199.6015625,0.3892722725868225,2700,0.0040109362,0.3941866159439087,,
1049.93,6837.7275,351,2333,819200,25,0.0001,0.0258544921875,-1.943409003317356,503547.4864257813,0.00012986983929295093,0.2,216052.0625,0.30128544569015503,2710,0.0054712933,0.39420101046562195,,
1084.58,7469.944,350,2427,851968,26,0.0001,0.02027587890625,-1.943440093845129,59020.63168945313,-0.00012268686841707677,0.2,24873.810546875,0.549931675195694,2720,0.0038640813,0.39417678117752075,,
1089.45,8871.327,350,2521,884736,27,0.0001,0.0185577392578125,-1.9430535830557347,51069.05895996094,0.00042106422915821895,0.2,21360.634765625,0.619498997926712,2730,0.0041316096,0.3941248655319214,,
1112.0,8856.626,351,2612,917504,28,0.0001,0.023297119140625,-1.942700008302927,67994.6751953125,9.375412118970417e-05,0.2,21849.158203125,0.6595776677131653,2740,0.0044597043,0.3941185176372528,,
1126.85,8798.501,350,2708,950272,29,0.0001,0.0181396484375,-1.9425790078938008,51087.64880371094,0.00012141941333538852,0.2,19087.724609375,0.523638904094696,2750,0.003813922,0.3940974473953247,,
1147.71,8925.323,350,2803,983040,30,0.0001,0.015045166015625,-1.9421690061688424,53771.44829101562,0.00031286325393011796,0.2,22076.626953125,0.5552003681659698,2760,0.0040105386,0.3940303325653076,,
1135.39,9245.287,350,2896,1015808,31,0.0001,0.0285491943359375,-1.941561148315668,55261.619384765625,0.0002261741057736799,0.2,20018.79296875,0.5683408975601196,2770,0.0053659845,0.3939846158027649,,
1131.4,9486.288,350,2987,1048576,32,0.0001,0.0222412109375,-1.941047488898039,53411.389965820315,0.00023362009014817886,0.2,21118.2109375,0.5500942766666412,2780,0.0047198287,0.39392319321632385,,
1096.8,9069.28,350,3081,1081344,33,0.0001,0.029241943359375,-1.9407034449279308,53163.73618164063,-0.0002177039466914721,0.2,20185.236328125,0.6308102011680603,2790,0.0047793617,0.39392751455307007,,
1090.65,9132.638,350,3176,1114112,34,0.0001,0.0216400146484375,-1.9406676433980465,54792.370336914064,0.0005322316181263886,0.2,22496.3203125,0.5452218651771545,2800,0.0043669,0.39390629529953003,,
1072.65,8819.671,350,3269,1146880,35,0.0001,0.02783203125,-1.9404883526265622,52951.205297851564,-0.000860738931078231,0.2,20757.05078125,0.592531144618988,2810,0.0045845183,0.39389336109161377,,
1061.14,8630.882,350,3362,1179648,36,0.0001,0.0187408447265625,-1.9404030315577985,59301.75688476562,-4.55733563285321e-05,0.2,24642.642578125,0.5319880843162537,2820,0.0040174285,0.39389002323150635,,
1022.26,8169.1,351,3453,1212416,37,0.0001,0.02802734375,-1.9402680836617947,54557.07663574219,3.7144782254472376e-07,0.2,20847.779296875,0.5916166305541992,2830,0.004891808,0.39386478066444397,,
985.81,7622.623,351,3544,1245184,38,0.0001,0.027685546875,-1.9402070663869382,57507.87788085938,2.80424632364884e-05,0.2,23528.65234375,0.5020160973072052,2840,0.0052441857,0.39388710260391235,,
943.74,7028.6675,351,3636,1277952,39,0.0001,0.0176849365234375,-1.9403119586408137,55412.691186523436,0.0006508567203127313,0.2,24288.765625,0.4739533066749573,2850,0.0036756815,0.39387786388397217,,
944.09,7454.0215,351,3727,1310720,40,0.0001,0.0304443359375,-1.940042294561863,57020.53366699219,-0.00012602739225258118,0.2,22741.18359375,0.5581443607807159,2860,0.004911102,0.39383354783058167,,
