time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/loss,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/clip_range
32768,61,536,-248.32521,301.0,1,,,,,,,,,,,
65536,206,318,-485.9791,301.0,2,368.25372,10,1.0089690685272217,-5.701136676408351,0.01,65.4177474975586,101.18615354001523,0.3205934897345287,0.00034999847412109375,0.9995819091796875,0.2
98304,357,274,-496.65292,301.0,3,118.556175,20,1.028369426727295,-5.7684237461537125,0.01,25.559572219848633,41.45597258396447,0.23305997388233662,-1.1920928955078125e-07,0.9994873046875,0.2
131072,508,257,-496.53122,301.0,4,540.3972,30,1.0753443241119385,-5.929844802618026,0.01,38.68535232543945,87.10844315439462,0.2273218523732794,0.0,0.9996002197265625,0.2
163840,662,247,-496.49823,301.0,5,607.51764,40,1.1194952726364136,-6.063515397161245,0.01,91.3134536743164,135.65670679062606,0.22563433087307203,0.0,0.999609375,0.2
196608,815,241,-497.3034,301.0,6,1238.3428,50,1.2962825298309326,-6.518214805424213,0.01,171.73106384277344,178.42693029493094,0.22325053469430714,0.0,0.9996063232421875,0.2
229376,965,237,-496.8518,301.0,7,2405.4136,60,1.221238136291504,-6.120513416267931,0.01,67.62450408935547,195.77536547034978,0.21187438815686618,0.0,0.999609375,0.2
