time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
19,1110,-10.560276,560,622592,301.0,624.2574462890625,180,-5.590342229604721,-0.0007620697382662911,0.0027284438,977.3876108169555,0.2,0.00762939453125,0.7788872718811035,0.9788001775741577,0.001
20,1170,47.340927,560,655360,301.0,179.99661254882812,190,-5.591317719221115,-0.0020297291564929766,0.0038300331,378.032684135437,0.2,0.0132171630859375,0.8785612359642982,0.9792715311050415,0.001
21,1229,74.78065,559,688128,301.0,196.56272888183594,200,-5.5902641922235485,-0.00191123035219789,0.0055099158,349.49971590042117,0.2,0.0233154296875,0.8515156954526901,0.9782339334487915,0.001
22,1288,125.70933,559,720896,301.0,140.1019287109375,210,-5.586282168328762,-0.0023178022065621917,0.0041010296,310.55342903137205,0.2,0.0288482666015625,0.8204725235700607,0.9775272011756897,0.001
23,1347,101.6648,559,753664,301.0,412.3917541503906,220,-5.583220332860947,-0.00042619280684448314,0.0030295574,1191.7268244743348,0.2,0.019097900390625,0.5511287450790405,0.9767543077468872,0.001
24,1407,137.08194,558,786432,301.0,1166.7545166015625,230,-5.575106298923492,-0.0026619671327352988,0.0052548563,1216.2102493286134,0.2,0.0455780029296875,0.5437986850738525,0.9728035926818848,0.001
25,1465,197.86649,558,819200,301.0,299.51702880859375,240,-5.563161672651768,-0.0020510780908807647,0.005364999,922.4321963310242,0.2,0.064691162109375,0.5736465156078339,0.9714863300323486,0.001
26,1524,263.16837,558,851968,301.0,359.78289794921875,250,-5.556737773120403,-0.000997978168379632,0.004363066,1454.2044361114501,0.2,0.0550537109375,0.445658802986145,0.9696923494338989,0.001
27,1584,197.53703,558,884736,301.0,508.9686279296875,260,-5.54382808804512,-0.0005913316572332405,0.0034415883,2901.4226154327393,0.2,0.0635009765625,0.2614583969116211,0.9654738903045654,0.001
28,1644,219.82721,557,917504,301.0,903.2794799804688,270,-5.529357275366783,-0.0007935844827443361,0.0067523466,1748.1185137748719,0.2,0.0485443115234375,0.368492066860199,0.9629741311073303,0.001
29,1703,250.76604,557,950272,301.0,1052.2119140625,280,-5.5123013943433765,-0.0015116840790142306,0.00767182,1159.9232833862304,0.2,0.0694091796875,0.4389150142669678,0.9568595290184021,0.001
30,1763,227.42174,557,983040,301.0,342.74493408203125,290,-5.488119417428971,-0.0012702140536930528,0.004640393,1234.2121323585511,0.2,0.051202392578125,0.39624446630477905,0.9512016773223877,0.001
31,1822,239.87045,557,1015808,301.0,202.2247314453125,300,-5.468629793822766,-0.00047003962172311733,0.005673472,1492.4957390785216,0.2,0.08187255859375,0.34152597188949585,0.9478989243507385,0.001
