time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/learning_rate
1,57,-224.03499,573,32768,301.0,,,,,,,,,,,
2,115,-162.95601,568,65536,301.0,53.70307540893555,10,-5.65974705517292,-0.01085403393881279,0.008905578,105.23815948963166,0.2,0.130499267578125,0.0002452731132507324,0.9951416254043579,0.001
3,173,-30.096434,567,98304,301.0,51.248809814453125,20,-5.644954568147659,-0.013281236554757925,0.00985599,103.38198528289794,0.2,0.1382781982421875,7.808208465576172e-05,0.9910473227500916,0.001
4,231,150.93388,565,131072,301.0,45.6192512512207,30,-5.627940040826798,-0.015263179605972255,0.009850586,101.65071732997895,0.2,0.1179443359375,0.033910512924194336,0.9874767065048218,0.001
5,289,71.451225,564,163840,301.0,665.0944213867188,40,-5.624414774775505,-0.0015224239536109963,0.0016964576,2050.348263549805,0.2,0.0001007080078125,0.059993088245391846,0.9872151613235474,0.001
6,348,134.40654,563,196608,301.0,1252.1922607421875,50,-5.623705665767193,-0.0032968245632218895,0.0056211688,1939.5107051849366,0.2,0.011688232421875,0.07448458671569824,0.9870573282241821,0.001
7,407,129.57355,563,229376,301.0,1416.5810546875,60,-5.623125846683979,-0.00447308366328798,0.007521094,1658.3081095695495,0.2,0.0567352294921875,0.06254655122756958,0.9868861436843872,0.001
8,465,178.63539,562,262144,301.0,1021.2017822265625,70,-5.621028959751129,-0.0028692904841591373,0.0060717035,1974.4646042823792,0.2,0.053302001953125,0.032513976097106934,0.986135721206665,0.001
9,524,60.680317,562,294912,301.0,1275.6251220703125,80,-5.6161490201950075,-0.0014319520982098767,0.0049391165,3390.1985050201415,0.2,0.0310546875,0.01422792673110962,0.9843094348907471,0.001
10,583,-28.446396,561,327680,301.0,1087.5345458984375,90,-5.605022118985653,-0.0022035475258235238,0.0044861548,1704.0990513801576,0.2,0.0391143798828125,0.014159440994262695,0.9811227321624756,0.001
11,641,-49.15456,561,360448,301.0,248.8720245361328,100,-5.598169963061809,-0.0019504586947732606,0.003176827,635.660457277298,0.2,0.013336181640625,0.31445544958114624,0.9802755117416382,0.001
12,700,-84.37982,561,393216,301.0,170.1614990234375,110,-5.594914722442627,-0.0010600217390674515,0.0027357067,669.5843567848206,0.2,0.00496826171875,0.5657521188259125,0.9798284769058228,0.001
13,758,-58.565617,561,425984,301.0,810.49267578125,120,-5.593217271566391,-0.00018045826709567336,0.0019648115,972.4980536460877,0.2,0.002862548828125,0.5785850882530212,0.9795688390731812,0.001
14,817,-67.79672,561,458752,301.0,980.9281616210938,130,-5.592611566185951,-0.0014811866065429057,0.0030066548,679.3118670463562,0.2,0.0049591064453125,0.7301929295063019,0.9793199300765991,0.001
15,876,-74.40538,560,491520,301.0,200.3104705810547,140,-5.592334260046482,-0.0011831906807856286,0.002334267,701.689894771576,0.2,0.0066650390625,0.7581486701965332,0.9793640971183777,0.001
16,934,-87.61349,560,524288,301.0,189.7100372314453,150,-5.591964775323868,-0.0020362271847261582,0.0035169553,411.96281614303587,0.2,0.010357666015625,0.8421598523855209,0.979102611541748,0.001
17,993,-60.99188,560,557056,301.0,321.6325988769531,160,-5.590755522251129,-0.0007904975727797137,0.0030082022,998.5626861572266,0.2,0.02081298828125,0.734830230474472,0.9789353013038635,0.001
18,1052,-51.539417,560,589824,301.0,1119.02685546875,170,-5.5904245123267176,-0.0006820747143137851,0.0026948221,1247.3166367530823,0.2,0.004583740234375,0.7161885797977448,0.9789273738861084,0.001
