rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/learning_rate,train/loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
1012.96,884736,27,317,2787,6864.1167,1.5989530038496013e-05,0.39288821816444397,0.048382568359375,0.49247491359710693,0.2,0.0001,8857.12890625,0.0064052427,34967.02110443115,2730,-1.9303122487850488,,
1027.93,917504,28,316,2894,7063.634,-0.0001355407355731586,0.3928157389163971,0.0453887939453125,0.47917336225509644,0.2,0.0001,7696.1416015625,0.005915409,35858.520281219484,2740,-1.929791438113898,,
1055.19,950272,29,316,3000,7484.978,0.0006162321493320633,0.3927929997444153,0.05496826171875,0.5064226686954498,0.2,0.0001,8385.7265625,0.0065516536,33820.49146194458,2750,-1.9293024857528507,,
1054.49,983040,30,316,3104,7556.9917,0.0005692473117960617,0.39269888401031494,0.0490386962890625,0.4827665090560913,0.2,0.0001,10564.4482421875,0.006234898,36554.77749404907,2760,-1.9286980829201639,,
1070.64,1015808,31,316,3208,7578.866,-0.0003425682327360846,0.3926221430301666,0.048858642578125,0.49255961179733276,0.2,0.0001,12320.09375,0.0064480007,38047.27490463257,2770,-1.9278081730939447,,
1019.14,1048576,32,316,3308,7056.6245,-2.4150024910341016e-05,0.39260515570640564,0.0495574951171875,0.4799844026565552,0.2,0.0001,12103.533203125,0.0063158153,32974.57953186035,2780,-1.9273559699766338,,
1018.73,1081344,33,316,3412,6952.544,0.000627629411064845,0.39250844717025757,0.0518798828125,0.5010818839073181,0.2,0.0001,9423.556640625,0.006379267,34448.12828521729,2790,-1.9267977866344155,,
936.34,1114112,34,316,3518,6771.87,-0.00025534546166454674,0.3924233913421631,0.048876953125,0.5002461671829224,0.2,0.0001,15292.4052734375,0.006170685,37592.03709793091,2800,-1.92580095063895,,
962.35,1146880,35,316,3625,7300.3438,0.00018772564671962755,0.39230990409851074,0.044512939453125,0.4097241759300232,0.2,0.0001,13542.380859375,0.006105333,41583.27281951904,2810,-1.9247779776342213,,
971.62,1179648,36,315,3734,7620.719,0.0004401500804306124,0.3921428918838501,0.048565673828125,0.5171620547771454,0.2,0.0001,12860.0107421875,0.0062367446,37753.31173400879,2820,-1.9233178599737584,,
1052.39,1212416,37,315,3845,8406.359,0.00020519245008472354,0.3920231759548187,0.048956298828125,0.5328541994094849,0.2,0.0001,11898.7119140625,0.006496903,38484.63458862305,2830,-1.921944693569094,,
1099.41,1245184,38,314,3960,8721.991,-4.264561430318281e-05,0.39196163415908813,0.0432220458984375,0.601859450340271,0.2,0.0001,8496.48828125,0.005444997,30610.797509002685,2840,-1.9210675664246082,,
1141.75,1277952,39,314,4069,9428.329,0.0005579948629019782,0.39188289642333984,0.0518890380859375,0.5731459558010101,0.2,0.0001,8378.5888671875,0.006552689,31645.48096847534,2850,-1.9202682124450803,,
1169.54,1310720,40,313,4181,9691.893,0.00043663698188538546,0.391891211271286,0.0591033935546875,0.5948383510112762,0.2,0.0001,11345.064453125,0.0067395726,33517.763447570804,2860,-1.9198264741338789,,
1180.81,1343488,41,312,4299,9702.923,0.0005953852647508029,0.3918912708759308,0.0419342041015625,0.5675320327281952,0.2,0.0001,15859.29296875,0.005580133,31236.85952835083,2870,-1.9198905004188418,,
1152.92,1376256,42,312,4409,9397.909,-0.00010796187852974981,0.3919137120246887,0.0461761474609375,0.6091427803039551,0.2,0.0001,9571.337890625,0.005823253,33805.006828308105,2880,-1.919984308630228,,
1160.53,1409024,43,311,4518,9494.398,-0.0006840665153504232,0.3918798267841339,0.0389373779296875,0.5552200376987457,0.2,0.0001,10567.689453125,0.005581866,35169.410794067386,2890,-1.9199341395869851,,
1122.52,1441792,44,311,4629,9429.643,0.00045628575353475755,0.39181482791900635,0.0511077880859375,0.5944220423698425,0.2,0.0001,9538.439453125,0.0062610214,34699.02621078491,2900,-1.9193961356766522,,
1095.04,1474560,45,311,4734,9276.535,-0.0008871533422279754,0.3917745053768158,0.05419921875,0.6368143558502197,0.2,0.0001,7351.6435546875,0.0064275395,32800.71861953735,2910,-1.9188124669715763,,
1085.51,1507328,46,311,4840,9448.102,-3.825098210654687e-05,0.3917103111743927,0.043585205078125,0.5704442262649536,0.2,0.0001,9613.8193359375,0.005746303,35948.56923217773,2920,-1.9182625580579042,,
1102.34,1540096,47,311,4948,9486.374,-0.0007813077298123971,0.39168041944503784,0.045458984375,0.5723891854286194,0.2,0.0001,8029.4580078125,0.006025772,38318.05318908692,2930,-1.9177970065735281,,
1132.83,1572864,48,310,5061,9624.717,0.0007729839795501903,0.39163151383399963,0.043536376953125,0.5393845438957214,0.2,0.0001,11971.439453125,0.0059489957,31668.07328643799,2940,-1.9174290649592876,,
,1600000,,,,,-0.00018885298904933734,0.3915734887123108,0.044317626953125,0.5958894491195679,0.2,0.0001,9596.9140625,0.0059787594,27990.739503479002,2950,-1.916912402305752,1399.73,6071.84814453125
1209.86,1605632,49,284,5646,10335.414,,,,,,,,,,,,,
1301.43,1638400,50,284,5754,10665.912,-0.0009572723271048744,0.39156317710876465,0.0491790771484375,0.5167784988880157,0.2,0.0001,10687.197265625,0.0065105692,30835.0714263916,2960,-1.9165001918561757,,
1309.09,1671168,51,285,5860,10668.995,-0.000630340102725313,0.39150470495224,0.03472900390625,0.4581567049026489,0.2,0.0001,9597.701171875,0.0052855634,85877.86002197265,2970,-1.9160902387462557,,
1340.29,1703936,52,285,5969,11297.299,-0.0007101276674802648,0.39140740036964417,0.0397796630859375,0.5932087600231171,0.2,0.0001,10535.091796875,0.0052363137,32373.14871826172,2980,-1.9152670479379594,,
1313.17,1736704,53,285,6074,10782.491,-0.00031168742461886725,0.391329824924469,0.0399261474609375,0.509606808423996,0.2,0.0001,5675.0361328125,0.005564438,84503.12236328125,2990,-1.9143446628004313,,
1274.94,1769472,54,286,6179,10936.008,0.00036456666766753186,0.39125511050224304,0.0471343994140625,0.6288188397884369,0.2,0.0001,9626.3896484375,0.0062169973,30886.7994430542,3000,-1.9135628257878126,,
1236.32,1802240,55,286,6280,10263.506,2.4194966681534424e-05,0.3910839557647705,0.0500244140625,0.6521205306053162,0.2,0.0001,7080.7392578125,0.006050155,30239.399546051027,3010,-1.9123696360737086,,
1202.24,1835008,56,287,6383,10457.969,0.0010829959057446104,0.3909488916397095,0.0471405029296875,0.5628289580345154,0.2,0.0001,8371.2197265625,0.0063226484,33751.61608276367,3020,-1.910781958512962,,
1221.48,1867776,57,287,6490,10678.75,0.0001298863933698158,0.3908545970916748,0.0404327392578125,0.5277072787284851,0.2,0.0001,11840.552734375,0.0056902096,34051.8940071106,3030,-1.909553018771112,,
1281.75,1900544,58,288,6598,11203.887,0.00028664508536166975,0.3907933831214905,0.042462158203125,0.7182253897190094,0.2,0.0001,6687.18359375,0.0056665633,29525.699353027343,3040,-1.9087458906695247,,
1297.29,1933312,59,288,6707,11756.415,0.00027737565269490003,0.3907944858074188,0.0411376953125,0.6406251490116119,0.2,0.0001,6059.05615234375,0.0056691477,27779.588665771484,3050,-1.9083921676501632,,
1290.17,1966080,60,288,6812,11721.089,-8.615259521320695e-05,0.3907267451286316,0.0401519775390625,0.645436018705368,0.2,0.0001,12589.1298828125,0.005385419,31153.80585861206,3060,-1.9081009307876229,,
1249.01,1998848,61,289,6915,10870.992,0.0007452621910488233,0.3907082676887512,0.04398193359375,0.5666333734989166,0.2,0.0001,10760.2265625,0.0054613193,36044.310019683835,3070,-1.907600413635373,,
1159.67,2031616,62,289,7016,10025.909,0.0011491804905745084,0.3906251788139343,0.0417266845703125,0.6577152013778687,0.2,0.0001,7061.65283203125,0.0052121966,34412.08846359253,3080,-1.9070891079492867,,
