time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/loss,train/value_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/explained_variance,train/entropy_loss,train/clip_range,train/std,train/policy_gradient_loss,train/learning_rate
571,301.0,57,3193.3826,1,32768,,,,,,,,,,,
527,301.0,124,3361.8992,2,65536,6777.0791015625,26881.28837661743,0.3896026611328125,0.044822723,630,0.17539054155349731,-4.374728272855282,0.2,0.7228907346725464,0.02524497531085217,0.001
513,301.0,191,3583.808,3,98304,4552.2802734375,22767.034489440917,0.3145965576171875,0.031483926,640,0.2202015519142151,-4.367213200777769,0.2,0.721081554889679,0.01597018642423791,0.001
507,301.0,258,3746.8523,4,131072,4623.755859375,23091.710633087157,0.2588165283203125,0.023713982,650,0.30299025774002075,-4.358758967369795,0.2,0.7197244763374329,0.011110592888690008,0.001
503,301.0,325,3929.3538,5,163840,4205.27587890625,21441.603777313234,0.27034912109375,0.02480612,660,0.3310873508453369,-4.3524127647280695,0.2,0.7184827923774719,0.011227951132968882,0.001
501,301.0,392,3980.7654,6,196608,5070.62646484375,23431.94784011841,0.2543212890625,0.02414621,670,0.3922472596168518,-4.337988779693842,0.2,0.7144948244094849,0.01041055113528273,0.001
500,301.0,458,4033.7168,7,229376,5824.65234375,22303.81709136963,0.2589019775390625,0.023487581,680,0.41477084159851074,-4.318428280204534,0.2,0.711546778678894,0.010081293948132952,0.001
500,301.0,524,3883.0945,8,262144,6055.6025390625,24466.502880096436,0.235101318359375,0.021883745,690,0.39671242237091064,-4.311270920932293,0.2,0.7117592692375183,0.007809791175350256,0.001
499,301.0,589,4293.7095,9,294912,4699.5107421875,23343.30193939209,0.25716552734375,0.022666547,700,0.3850364685058594,-4.305370357632637,0.2,0.7093536853790283,0.010511897572905582,0.001
499,301.0,655,4505.737,10,327680,5268.76318359375,25605.829287719727,0.2576141357421875,0.023524093,710,0.3494926691055298,-4.299343965947628,0.2,0.7096555829048157,0.008410954245300672,0.001
499,301.0,721,4397.208,11,360448,6095.43896484375,24406.8371925354,0.2707733154296875,0.024822198,720,0.39748966693878174,-4.296875666081905,0.2,0.7085568308830261,0.010749615857275786,0.001
499,301.0,787,4675.312,12,393216,4676.1044921875,25915.104693603516,0.2698089599609375,0.024621978,730,0.3144289255142212,-4.29153176099062,0.2,0.7075837850570679,0.010118525831239822,0.001
499,301.0,853,4559.948,13,425984,10268.998046875,28091.142777252197,0.26767578125,0.025426505,740,0.23859453201293945,-4.285582832247019,0.2,0.7063232660293579,0.009756758255753084,0.001
