time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/std,train/value_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
331,98,32768,1,293.28,3315.6,,,,,,,,,,,,,
321,203,65536,2,334.82,3607.3,37737.48046875,0.3945882320404053,94116.14696044922,0.2649635672569275,0.0001,0.2,0.001994859577098396,0.010769745,2480,-1.9474448677152396,0.108978271484375,,
318,308,98304,3,334.41,3519.4873,36619.3828125,0.3945809602737427,82783.95072021484,0.49686527252197266,0.0001,0.2,0.001700768726732349,0.009326403,2490,-1.9473649252206087,0.0794952392578125,,
319,410,131072,4,301.4,3498.3,33308.94921875,0.39453086256980896,82431.987109375,0.5777230262756348,0.0001,0.2,0.0016278241229883861,0.008336617,2500,-1.9470795329660178,0.0631683349609375,,
318,513,163840,5,324.53,4064.9,42360.7578125,0.3944961726665497,86989.80235595703,0.6005687117576599,0.0001,0.2,0.0006764553738321411,0.007010123,2510,-1.9466347858309745,0.04798583984375,,
318,617,196608,6,326.14,4814.5,34442.58203125,0.39450475573539734,83685.75325927735,0.6348123550415039,0.0001,0.2,8.198639006877784e-05,0.006172129,2520,-1.9464864570647478,0.0437408447265625,,
318,719,229376,7,339.16,5066.2,32906.12890625,0.394462913274765,79232.87609863281,0.6842958033084869,0.0001,0.2,3.288253501523286e-05,0.0066739884,2530,-1.946350321173668,0.0482757568359375,,
318,823,262144,8,358.42,5990.6,39143.9453125,0.3944266140460968,86564.48178710937,0.6817646324634552,0.0001,0.2,-0.0003698240780067863,0.006272584,2540,-1.9459357921034097,0.0445953369140625,,
318,926,294912,9,341.21,5533.7,29860.93359375,0.3944089710712433,75544.9467163086,0.7111057341098785,0.0001,0.2,0.0005032719587688917,0.008944104,2550,-1.9456643637269735,0.0679351806640625,,
317,1030,327680,10,372.51,6588.6,33676.8984375,0.3943769931793213,81595.432421875,0.7338646948337555,0.0001,0.2,0.0003024160614586435,0.008146506,2560,-1.9453924499452113,0.064776611328125,,
317,1134,360448,11,378.53,6664.8,26834.61328125,0.3943628668785095,70735.45662841797,0.7454584836959839,0.0001,0.2,0.000455804587181774,0.005161598,2570,-1.945152736082673,0.0331695556640625,,
317,1237,393216,12,392.04,7134.4,22217.884765625,0.39429280161857605,65726.23509521484,0.7730831503868103,0.0001,0.2,-0.0006046615781087894,0.0063003534,2580,-1.9447494398802518,0.0438507080078125,,
317,1340,425984,13,383.34,6913.6,23677.33984375,0.3942439556121826,64991.47709960937,0.804333969950676,0.0001,0.2,0.00048288418165611804,0.0050262734,2590,-1.9440963566303253,0.0268218994140625,,
317,1443,458752,14,358.3,6143.1,20761.626953125,0.3942345976829529,58678.19173583984,0.8240969628095627,0.0001,0.2,8.452335168840364e-05,0.0050297636,2600,-1.9437741842120886,0.0343048095703125,,
317,1547,491520,15,377.4,6901.1,27914.314453125,0.39424651861190796,64261.52615966797,0.8014415800571442,0.0001,0.2,0.00016427348764409545,0.005503579,2610,-1.9437704551964998,0.0352294921875,,
317,1651,524288,16,384.08,6987.0,26632.720703125,0.39425021409988403,67370.44854736328,0.8211221992969513,0.0001,0.2,0.00028446402138797565,0.0037343772,2620,-1.943864557147026,0.01474609375,,
317,1756,557056,17,378.14,6745.7485,23311.455078125,0.39425426721572876,62361.820788574216,0.8333732634782791,0.0001,0.2,0.0009819496244745096,0.0052236402,2630,-1.9439144819974898,0.0333587646484375,,
316,1861,589824,18,377.21,6609.3,24480.8125,0.39424771070480347,64235.29992675781,0.8051277697086334,0.0001,0.2,0.0008005903013327042,0.0064885444,2640,-1.9439055647701025,0.0527801513671875,,
316,1965,622592,19,374.71,6467.5,29292.47265625,0.39421898126602173,66564.93150634765,0.8157082200050354,0.0001,0.2,0.000398882450099336,0.0042607486,2650,-1.9437131784856319,0.0231414794921875,,
316,2069,655360,20,376.22,6514.9,32127.71484375,0.3942127823829651,69736.03400878907,0.818436399102211,0.0001,0.2,0.0007668781256143121,0.0044055674,2660,-1.9435159727931022,0.0227386474609375,,
316,2173,688128,21,391.01,7111.8,20228.5703125,0.39418718218803406,56067.14322509766,0.8444161415100098,0.0001,0.2,0.00017399959870090242,0.004137798,2670,-1.9433526404201984,0.022515869140625,,
316,2279,720896,22,403.05,7218.4,21851.158203125,0.3941613435745239,53823.53356933594,0.8536131829023361,0.0001,0.2,-0.00040068953076115575,0.005442532,2680,-1.9430807426571846,0.0334716796875,,
316,2383,753664,23,393.79,7030.9,18641.78125,0.39412006735801697,50986.54058227539,0.8586522042751312,0.0001,0.2,0.0003639114831457846,0.0053797523,2690,-1.942739113420248,0.0360687255859375,,
316,2487,786432,24,395.07,6972.0,19052.462890625,0.39410853385925293,55667.97514648437,0.8511397987604141,0.0001,0.2,0.00011860644954140299,0.004348903,2700,-1.9424496326595544,0.0252227783203125,,
316,2590,819200,25,391.38,7012.0,22359.6015625,0.39409753680229187,52297.24105224609,0.8623824864625931,0.0001,0.2,0.00021755832822236698,0.004397316,2710,-1.942342671006918,0.02337646484375,,
316,2694,851968,26,393.22,7345.1,17265.08984375,0.3940662741661072,51554.69126586914,0.8734738528728485,0.0001,0.2,-0.0001204567844979465,0.0039885594,2720,-1.9421286858618259,0.0175811767578125,,
315,2801,884736,27,393.71,6881.9,18728.255859375,0.39405208826065063,50218.622467041016,0.8704619407653809,0.0001,0.2,-0.0004309435698814923,0.005561145,2730,-1.9418580431491137,0.03525390625,,
315,2907,917504,28,418.31,7774.3,20857.443359375,0.3940163850784302,55106.71630249023,0.8531319200992584,0.0001,0.2,0.00030512341400026346,0.0042344127,2740,-1.9416184633970262,0.027069091796875,,
315,3012,950272,29,393.05,7233.1,19632.736328125,0.3939947485923767,49498.401690673825,0.8748761266469955,0.0001,0.2,-0.00024190068597818026,0.003910348,2750,-1.941324947029352,0.0176605224609375,,
315,3118,983040,30,383.68,7063.3,17215.837890625,0.3939770460128784,58076.44873046875,0.8590184152126312,0.0001,0.2,-0.0005561398953432217,0.004409881,2760,-1.941111521422863,0.0211578369140625,,
315,3223,1015808,31,401.1,7271.9,25961.91796875,0.3939770758152008,61850.82000732422,0.8399439454078674,0.0001,0.2,-9.776432307262439e-05,0.0045321574,2770,-1.9409819521009921,0.0281158447265625,,
315,3328,1048576,32,396.42,7084.5,22052.005859375,0.39397886395454407,57533.0165222168,0.8584568202495575,0.0001,0.2,0.00011526594498718623,0.0049504023,2780,-1.9409901961684226,0.0301177978515625,,
315,3432,1081344,33,395.37,7031.7,20331.34765625,0.3939768671989441,59383.29869384765,0.8500892072916031,0.0001,0.2,0.0002382857695920393,0.0038510072,2790,-1.9409973867237569,0.021905517578125,,
315,3536,1114112,34,407.31,7461.1,19718.248046875,0.3939676284790039,57347.67671508789,0.8463185280561447,0.0001,0.2,-0.00041215314267901705,0.0040409816,2800,-1.9409532435238361,0.0236846923828125,,
314,3641,1146880,35,395.06,7129.5,24005.224609375,0.39394906163215637,63404.568530273435,0.8290827572345734,0.0001,0.2,9.1141992379562e-05,0.005354618,2810,-1.9408287446945907,0.0322662353515625,,
315,3743,1179648,36,376.28,6778.6,21106.6640625,0.3939294219017029,60465.45844726563,0.8448497951030731,0.0001,0.2,0.0004873559377301717,0.0046800803,2820,-1.9406402848660946,0.026739501953125,,
315,3847,1212416,37,382.19,6912.2,30465.16015625,0.3939187526702881,72777.11556396485,0.7902176678180695,0.0001,0.2,0.0001705357379250927,0.0043961657,2830,-1.940495391190052,0.029278564453125,,
315,3951,1245184,38,402.76,7336.3,27898.658203125,0.3938978612422943,65409.590783691405,0.8445833474397659,0.0001,0.2,-1.4238717994885519e-05,0.004138291,2840,-1.9403480608016253,0.0187530517578125,,
315,4056,1277952,39,400.97,7274.4,18677.291015625,0.39387837052345276,58696.123803710936,0.8395105302333832,0.0001,0.2,0.00028342011719360014,0.0046492647,2850,-1.940147951617837,0.0314605712890625,,
314,4162,1310720,40,425.36,7457.4,23927.1015625,0.39387479424476624,62910.00611572266,0.8213740438222885,0.0001,0.2,-0.0003288237494416535,0.0039599147,2860,-1.9400376576930285,0.0204742431640625,,
314,4268,1343488,41,419.39,7792.9,23689.974609375,0.39383751153945923,58419.582202148435,0.8534442782402039,0.0001,0.2,-0.0006312399094895227,0.0052343635,2870,-1.9398684091866016,0.0337921142578125,,
314,4373,1376256,42,397.4,7277.2,21627.779296875,0.39382970333099365,60064.57468261719,0.8489949554204941,0.0001,0.2,0.00027415926197136284,0.0035323645,2880,-1.9396158937364816,0.01727294921875,,
314,4479,1409024,43,403.13,7504.2,24741.869140625,0.393845796585083,58109.39362792969,0.8448721617460251,0.0001,0.2,0.0005453792295156745,0.0038967135,2890,-1.9396584130823613,0.0229644775390625,,
314,4583,1441792,44,403.0,7345.9,24632.828125,0.3938435912132263,55440.7140625,0.846369668841362,0.0001,0.2,0.0004830591737118084,0.0039649587,2900,-1.9397664669901133,0.0227752685546875,,
314,4690,1474560,45,417.61,7988.9,26051.05859375,0.39384138584136963,57644.63345947266,0.8475692719221115,0.0001,0.2,0.0001205008260512841,0.0051400354,2910,-1.9397308889776468,0.0293975830078125,,
314,4795,1507328,46,406.19,7497.9,19402.66796875,0.39383092522621155,62062.05596923828,0.8422524631023407,0.0001,0.2,0.0001943395049238461,0.0043550963,2920,-1.9396634060889482,0.029840087890625,,
314,4900,1540096,47,410.82,7546.2,21395.095703125,0.3938087224960327,58086.842504882814,0.8374851793050766,0.0001,0.2,-0.00020167128241155297,0.0042340504,2930,-1.9395185511559248,0.018060302734375,,
314,5006,1572864,48,420.14,7773.2,18177.546875,0.3937870264053345,53774.29908447266,0.8586032390594482,0.0001,0.2,-0.00044058159273845375,0.0039404933,2940,-1.939287643134594,0.0187713623046875,,
,,1600000,,,,22842.85546875,0.3937767446041107,59295.91317138672,0.8525383770465851,0.0001,0.2,8.421329112024978e-05,0.0039434265,2950,-1.9390947546809911,0.01610107421875,5166.74560546875,402.42
305,5256,1605632,49,419.69,7688.2,,,,,,,,,,,,,
305,5362,1638400,50,408.16,7385.3,21742.607421875,0.3937832713127136,58396.969787597656,0.8441188186407089,0.0001,0.2,-5.985242496535648e-05,0.003589085,2960,-1.9390661545097827,0.011260986328125,,
305,5469,1671168,51,405.77,7527.0,20288.48046875,0.39377471804618835,72192.5578857422,0.8120759427547455,0.0001,0.2,0.0004969290017470485,0.004373041,2970,-1.939058032631874,0.026580810546875,,
305,5574,1703936,52,407.6,7482.4,25237.279296875,0.3937811553478241,54761.66591796875,0.8652963489294052,0.0001,0.2,0.00011097098285972606,0.0038281295,2980,-1.9390327692031861,0.020037841796875,,
305,5678,1736704,53,418.02,7788.9,28862.169921875,0.3937675952911377,62213.537072753905,0.8434146642684937,0.0001,0.2,0.00030171762064128415,0.0034534165,2990,-1.9389832545071841,0.0188995361328125,,
305,5785,1769472,54,429.63,7771.5,20945.05859375,0.3937323987483978,53510.18565063477,0.8589912354946136,0.0001,0.2,2.4975404267024713e-05,0.0043937955,3000,-1.9387458991259336,0.0279052734375,,
305,5893,1802240,55,440.39,8082.1,19888.986328125,0.39372140169143677,62074.43861083985,0.8417875170707703,0.0001,0.2,0.0001969985863979673,0.0047857114,3010,-1.9384848698973656,0.0249664306640625,,
305,5999,1835008,56,402.55,7424.5,16591.609375,0.39369186758995056,51112.390563964844,0.8704627454280853,0.0001,0.2,0.0007636490725417388,0.0047145905,3020,-1.9382883246988059,0.0313568115234375,,
305,6107,1867776,57,407.44,7319.5,18824.150390625,0.3936750292778015,56797.49298095703,0.8601553291082382,0.0001,0.2,0.0006388851788869943,0.004201414,3030,-1.938053860142827,0.0216888427734375,,
305,6213,1900544,58,408.38,7451.6,17072.126953125,0.39369523525238037,52510.53823242187,0.8707383126020432,0.0001,0.2,0.00026482970015422324,0.0045046196,3040,-1.938049217686057,0.0243988037109375,,
305,6319,1933312,59,413.13,7839.3,25466.484375,0.3936869204044342,55783.710412597655,0.8433180600404739,0.0001,0.2,-0.0008134293348120991,0.0045828316,3050,-1.9381126381456852,0.0248870849609375,,
305,6427,1966080,60,418.79,8046.8,23667.037109375,0.39366623759269714,66377.25944824218,0.8072320818901062,0.0001,0.2,0.0003203253807441797,0.0037939325,3060,-1.937960707768798,0.0192138671875,,
305,6534,1998848,61,426.4,8091.4,20819.70703125,0.39365118741989136,49686.18014526367,0.8526471257209778,0.0001,0.2,0.00011259503080509602,0.005441904,3070,-1.9377926841378212,0.0383758544921875,,
305,6642,2031616,62,424.78,7941.3,27235.3515625,0.39363956451416016,64656.39301757813,0.8072860389947891,0.0001,0.2,0.00010363238106947392,0.0042137573,3080,-1.9376559745520354,0.024407958984375,,
