rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/clip_range,train/n_updates,train/explained_variance,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/std,train/loss,train/value_loss,eval/mean_ep_length,eval/mean_reward
585.9130434782609,80.96031,510,1,32,16384,,,,,,,,,,,,,
653.0625,617.0529,367,2,89,32768,-1.9469290774315595,0.15770263671875,0.2,2480,0.013195037841796875,0.015383284,0.0003,0.0033369636817951686,0.39447808265686035,8165.80224609375,27845.529681396485,,
643.0869565217391,438.96866,337,3,145,49152,-1.9456148896366359,0.1079345703125,0.2,2490,0.12636834383010864,0.010685998,0.0003,0.0018088676719344222,0.39434388279914856,9824.82421875,25381.531423950197,,
684.9782608695652,883.49335,321,4,203,65536,-1.944366467744112,0.08837890625,0.2,2500,0.13409411907196045,0.009182546,0.0003,0.00040757473252597267,0.39427006244659424,8747.3447265625,25383.100814819336,,
708.38,1172.3542,313,5,261,81920,-1.9439842201769353,0.094708251953125,0.2,2510,0.2637024521827698,0.00943386,0.0003,0.0004927152825985104,0.39427298307418823,7097.1904296875,24372.365213012694,,
725.42,1379.9725,308,6,318,98304,-1.9433133754879237,0.064459228515625,0.2,2520,0.29792290925979614,0.007394487,0.0003,-0.0009750772442203015,0.3941335678100586,7925.29931640625,24327.00283203125,,
759.41,1670.2273,306,7,374,114688,-1.9426829941570758,0.08350830078125,0.2,2530,0.25161224603652954,0.008608472,0.0003,0.0010412437022750964,0.39418676495552063,8622.5,25990.926333618165,,
774.48,1893.588,303,8,432,131072,-1.9421869814395905,0.08204345703125,0.2,2540,0.3561040163040161,0.008162931,0.0003,-0.0012539253642898985,0.39402931928634644,6558.90185546875,26704.39289550781,,
785.45,2120.5542,300,9,491,147456,-1.9407396838068962,0.073681640625,0.2,2550,0.31953680515289307,0.008011559,0.0003,-0.0003990794826677302,0.39390599727630615,9254.013671875,29593.170700073242,,
799.3,2431.278,298,10,548,163840,-1.938956030830741,0.075067138671875,0.2,2560,0.28259819746017456,0.0080255885,0.0003,-3.5156893500243316e-05,0.393680602312088,9476.462890625,24376.106155395508,,
