time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
1,-126.37339,429,76,301.0,32768,,,,,,,,,,,,,
2,-45.550003,402,162,301.0,65536,10,881.7624291926622,26.936767578125,-0.001750322396037518,0.001,0.0662872314453125,0.9998096227645874,0.0047106766,-5.673764378204941,0.2,-5.3763389587402344e-05,,
3,46.45824,393,249,301.0,98304,20,1986.2163344949483,29.34127426147461,-0.0014401387962152512,0.001,0.02315673828125,1.000523567199707,0.004923437,-5.676824564114213,0.2,0.0174635648727417,,
4,49.755474,386,338,301.0,131072,30,2597.674884137511,1808.1075439453125,-0.0021329435319785263,0.001,0.0347686767578125,1.0008246898651123,0.004815208,-5.680304921790958,0.2,0.039088428020477295,,
5,93.9142,382,428,301.0,163840,40,1951.3305738151073,1782.1795654296875,-0.0021304876813701412,0.001,0.03369140625,0.9973691701889038,0.0049967044,-5.673604796826839,0.2,0.047716498374938965,,
6,201.76826,379,517,300.16,196608,50,1831.7492238640784,160.9781036376953,-0.002158898753259564,0.001,0.0467987060546875,0.9952473044395447,0.006531382,-5.662284666672349,0.2,0.030628442764282227,,
7,281.69742,377,606,301.0,229376,60,3500.0822799384596,413.51849365234375,-0.001421309756096889,0.001,0.0403594970703125,0.9960810542106628,0.0065653194,-5.6603652741760015,0.2,0.019894182682037354,,
8,209.87373,376,695,301.0,262144,70,2565.5809623003006,465.2234191894531,-0.00039070296093086655,0.001,0.0459014892578125,0.988524854183197,0.007519236,-5.648370563238859,0.2,0.03987562656402588,,
9,336.5276,376,783,299.73,294912,80,1676.1566630125046,1215.2611083984375,-0.002161956178360924,0.001,0.0801055908203125,0.9772987365722656,0.009874733,-5.613772447779775,0.2,-0.04208517074584961,,
10,314.18982,375,872,301.0,327680,90,2388.3217963695524,1463.6229248046875,0.00015719512293799198,0.001,0.098052978515625,0.974950909614563,0.0085788695,-5.571503718569875,0.2,0.021427929401397705,,
11,626.88983,374,961,300.08,360448,100,2362.7714189469816,1997.0770263671875,4.074684543411422e-05,0.001,0.1102081298828125,0.9674972295761108,0.010576007,-5.556573859602213,0.2,-0.0221102237701416,,
12,406.16028,374,1050,301.0,393216,110,5352.257823228836,1268.6536865234375,0.0024936568646808156,0.001,0.1379669189453125,0.9647700786590576,0.0120444875,-5.538997178524733,0.2,0.031095385551452637,,
13,503.20828,373,1139,301.0,425984,120,2312.6264595985413,1110.9427490234375,-0.00042580906438161037,0.001,0.135504150390625,0.9556431770324707,0.012117259,-5.496906881034374,0.2,0.05910968780517578,,
14,395.87387,373,1228,301.0,458752,130,3142.042785906792,1631.7711181640625,0.0008895980733541365,0.001,0.147601318359375,0.9508723616600037,0.011330267,-5.482524802535773,0.2,-0.031278133392333984,,
15,599.60956,373,1317,301.0,491520,140,2141.1594272255898,1147.2012939453125,0.00021419781560325646,0.001,0.161322021484375,0.9453403949737549,0.013631683,-5.467571876570583,0.2,-0.018178105354309082,,
16,628.40314,372,1406,301.0,524288,150,3300.6907460689545,342.4985046386719,0.0023532736389370256,0.001,0.1426483154296875,0.9412752985954285,0.012700239,-5.441029090434313,0.2,0.0012553930282592773,,
17,606.04736,372,1496,301.0,557056,160,4343.5822162151335,418.5962219238281,0.0008866730095178355,0.001,0.154144287109375,0.922873854637146,0.01459942,-5.3849124576896426,0.2,0.02574259042739868,,
18,879.1184,371,1585,301.0,589824,170,3865.0364200353624,862.9237060546875,0.0005265784629955306,0.001,0.1634429931640625,0.9145277738571167,0.014413506,-5.3285475499928,0.2,0.06679326295852661,,
19,959.3862,371,1675,301.0,622592,180,7118.126305150986,5375.27734375,-0.0001518654135907127,0.001,0.171466064453125,0.9035042524337769,0.015156972,-5.290973861142993,0.2,-0.011044859886169434,,
20,867.1726,371,1764,301.0,655360,190,7482.246118116379,10401.125,0.001297998504469433,0.001,0.170111083984375,0.8979442715644836,0.014573791,-5.252385747432709,0.2,0.03958690166473389,,
21,920.6649,371,1853,300.83,688128,200,4960.036232089997,541.9741821289062,0.0009439362064313173,0.001,0.158306884765625,0.8905237317085266,0.013985895,-5.22262731269002,0.2,-0.03394126892089844,,
22,953.79346,371,1942,301.0,720896,210,5782.875069522857,2308.189697265625,0.0019870576390530912,0.001,0.17789306640625,0.8822826147079468,0.015438771,-5.190524848178029,0.2,0.058282554149627686,,
23,853.8845,370,2032,299.27,753664,220,5711.960586500168,992.6021728515625,0.0011330878411172306,0.001,0.17174072265625,0.8753485679626465,0.014680727,-5.154997492954135,0.2,0.006663858890533447,,
24,978.9776,370,2121,301.0,786432,230,4906.017923307419,3014.386962890625,0.0005827245646742085,0.001,0.1731414794921875,0.8679757714271545,0.016020585,-5.124695806205272,0.2,0.05002516508102417,,
25,906.6392,370,2211,301.0,819200,240,6038.476491355896,1081.8599853515625,0.003697939057929034,0.001,0.1928131103515625,0.857461154460907,0.017547593,-5.080864768847823,0.2,0.035768747329711914,,
26,933.04266,370,2300,299.02,851968,250,5225.705583810806,1821.1676025390625,0.00046598496119258924,0.001,0.180517578125,0.853340744972229,0.016739551,-5.0474789895117285,0.2,0.0670287013053894,,
27,1111.2661,370,2390,301.0,884736,260,5389.104149103165,574.7109375,9.465035145694855e-06,0.001,0.1817413330078125,0.8448833227157593,0.016158603,-5.015505450591445,0.2,0.11619985103607178,,
28,1132.8329,369,2479,298.63,917504,270,6031.890730571747,1875.2198486328125,0.002745606126950406,0.001,0.185015869140625,0.8442462682723999,0.015929542,-4.999553662911057,0.2,0.11884361505508423,,
29,1358.4524,369,2569,301.0,950272,280,7375.71404747963,704.6121215820312,0.0008177269412954046,0.001,0.1900726318359375,0.8408408761024475,0.017420769,-4.986780473962426,0.2,0.05142301321029663,,
30,1330.9825,369,2659,300.57,983040,290,7319.704784440994,4734.5986328125,-0.0003693253001983976,0.001,0.181610107421875,0.8326343894004822,0.016268946,-4.959290817007423,0.2,0.11727052927017212,,
31,1275.5947,369,2748,301.0,1015808,300,7697.935253429413,3041.0107421875,0.0017663314604988046,0.001,0.172308349609375,0.8328760266304016,0.0149032995,-4.940219634398818,0.2,0.1898849606513977,,
32,1432.3644,369,2838,301.0,1048576,310,6841.692502546311,724.6699829101562,0.0013360892138734926,0.001,0.19364013671875,0.8287253379821777,0.0167647,-4.926712529361248,0.2,0.17033952474594116,,
33,1358.0609,369,2927,297.93,1081344,320,8409.404934692382,671.6688232421875,0.0011393674354621907,0.001,0.1898895263671875,0.8218217492103577,0.01641002,-4.897707840800285,0.2,0.1758236289024353,,
34,1739.5631,369,3016,299.27,1114112,330,8041.667901086807,1901.1539306640625,0.0029413058355203248,0.001,0.2000579833984375,0.8168123364448547,0.017636558,-4.870562551543117,0.2,0.18413269519805908,,
35,1606.4287,369,3106,301.0,1146880,340,10044.956949901582,5324.76220703125,0.002655873125877406,0.001,0.2015838623046875,0.8105535507202148,0.017488692,-4.846243545040489,0.2,0.137761652469635,,
36,1733.2717,369,3195,301.0,1179648,350,9055.158843231202,1115.69091796875,0.0034919317130515993,0.001,0.214764404296875,0.8013656735420227,0.018559981,-4.807623016834259,0.2,0.18798828125,,
