time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,train/entropy_loss,train/clip_fraction,train/loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/std,train/n_updates,train/clip_range,train/explained_variance,train/approx_kl
77,403.97333333333336,-735.13684,423,32768,1,,,,,,,,,,,
157,405.14,-620.447,416,65536,2,-1.8834793604910374,0.066705322265625,11985.28125,0.001,40577.981616210935,0.0009342075727545307,0.38835328817367554,3100,0.2,0.6242379248142242,0.006326356
242,425.46,-372.197,406,98304,3,-1.8832038044929504,0.0769683837890625,8723.720703125,0.001,26283.116464233397,6.8039840698475015e-06,0.38832080364227295,3110,0.2,0.6597642302513123,0.006848353
322,433.82,-314.51703,405,131072,4,-1.8822760745882987,0.0524688720703125,9554.6142578125,0.001,24424.0102935791,-9.703936884761788e-05,0.38819292187690735,3120,0.2,0.7146643400192261,0.0063474365
