time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/explained_variance,eval/mean_ep_length,eval/mean_reward
16384,491,558.48,1,1303.0691,33,,,,,,,,,,,,,
32768,351,615.46,2,1699.4114,93,10193.0146484375,0.2,0.014095852,0.157342529296875,0.004681499151411117,2480,0.3940639793872833,-1.9446754006668925,0.0003,23423.059966278077,0.057468533515930176,,
49152,322,651.5694444444445,3,2149.2288,152,4029.198974609375,0.2,0.014007691,0.150384521484375,0.0023493603544920915,2490,0.3938522934913635,-1.9410711502656341,0.0003,19138.634506225586,0.17491477727890015,,
65536,306,673.2659574468086,4,2393.694,213,4039.653076171875,0.2,0.01183413,0.130194091796875,0.0016505690595295165,2500,0.39343664050102234,-1.937960723042488,0.0003,18526.933110046386,0.13451111316680908,,
81920,299,704.47,5,2692.6648,273,3329.69921875,0.2,0.0125608165,0.127630615234375,0.0022092505565524333,2510,0.3933815658092499,-1.9353310657665133,0.0003,17946.543919372558,0.16524267196655273,,
98304,293,734.45,6,3219.3481,334,4665.2021484375,0.2,0.012506977,0.13302001953125,0.0006821016102549037,2520,0.39346548914909363,-1.9351612141355872,0.0003,20761.718811035156,0.17152953147888184,,
114688,291,754.75,7,3595.5278,394,3935.8671875,0.2,0.009067139,0.0882080078125,-5.5649362730036954e-05,2530,0.3934350609779358,-1.9355302050709724,0.0003,18312.36039428711,0.2740703821182251,,
131072,288,760.66,8,3643.951,453,4311.52734375,0.2,0.0100772185,0.109857177734375,0.0008314973118103807,2540,0.3932328224182129,-1.9345443280413748,0.0003,16321.607489776612,0.28463494777679443,,
147456,286,794.86,9,4269.7393,514,3923.12255859375,0.2,0.008408114,0.0796630859375,-0.0005791566971311112,2550,0.392971396446228,-1.9322244694456459,0.0003,16502.191632843016,0.369376540184021,,
163840,285,817.87,10,4570.764,574,3204.075927734375,0.2,0.010665459,0.109185791015625,0.0012548889619210968,2560,0.39264771342277527,-1.9288379503414035,0.0003,16545.817491912843,0.4779043197631836,,
180224,283,816.66,11,4491.4517,634,3246.46826171875,0.2,0.010055865,0.09473876953125,-5.065702562205843e-05,2570,0.3924177885055542,-1.9260706059634685,0.0003,17464.558266448974,0.3486974835395813,,
196608,283,834.85,12,4745.397,694,6175.26220703125,0.2,0.008361689,0.083941650390625,0.0005474399296872435,2580,0.39226585626602173,-1.9240869794040918,0.0003,20495.76724014282,0.2048039436340332,,
212992,281,833.7,13,4919.247,755,3292.833984375,0.2,0.007995944,0.084539794921875,-0.0012084969039278803,2590,0.39233699440956116,-1.9236240342259407,0.0003,18899.363480377197,0.2494293451309204,,
229376,280,828.27,14,4801.3774,817,3648.599853515625,0.2,0.009088451,0.093682861328125,0.0007965042046635063,2600,0.3920939862728119,-1.9229797234758734,0.0003,19250.20442276001,0.3242471218109131,,
245760,279,844.2,15,5088.381,878,4225.21826171875,0.2,0.007898953,0.08038330078125,3.2242483212030495e-05,2610,0.39194032549858093,-1.9209096528589726,0.0003,19109.792574310304,0.35555052757263184,,
262144,278,836.76,16,5121.5474,939,5752.73828125,0.2,0.009851705,0.09620361328125,-0.0016034050917369314,2620,0.3916946351528168,-1.9189419584348797,0.0003,18502.422519683838,0.4204232096672058,,
278528,278,852.85,17,5382.04,1001,4197.85498046875,0.2,0.008120723,0.082611083984375,0.0006951829383979203,2630,0.3915710747241974,-1.916954815760255,0.0003,17952.75792388916,0.2685786485671997,,
294912,277,882.24,18,5874.1406,1062,5184.7451171875,0.2,0.007664025,0.077471923828125,0.0021235273245110873,2640,0.3912084698677063,-1.9145308174192905,0.0003,17170.952524566652,0.4631339907646179,,
311296,277,881.76,19,5924.27,1122,4153.9130859375,0.2,0.00836795,0.084332275390625,-2.62901397945825e-05,2650,0.3910992443561554,-1.9119811553508044,0.0003,16352.178846359253,0.4248460531234741,,
327680,276,897.78,20,6159.9795,1185,5292.1806640625,0.2,0.008649948,0.0910400390625,-0.0006149510938485037,2660,0.3909708559513092,-1.911059296503663,0.0003,14608.615620803834,0.5025292634963989,,
344064,276,904.3,21,6419.7163,1246,4388.01025390625,0.2,0.00776446,0.08255615234375,0.0007317079869608278,2670,0.39068523049354553,-1.9088995274156333,0.0003,15550.130743408203,0.4599009156227112,,
