time/iterations,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/explained_variance
1,301.0,32768,563,58,-213.39449,,,,,,,,,,,
2,301.0,65536,566,115,-141.03688,0.2,0.001,0.1435455322265625,10,0.0093490295,98.08584825992584,0.9925141334533691,-0.011052099148218985,-5.650198626518249,47.577518463134766,-0.0003752708435058594
3,301.0,98304,565,173,-22.707636,0.2,0.001,0.1322540283203125,20,0.01045939,104.12597999572753,0.9860503077507019,-0.012636341655161231,-5.627666838467121,52.049861907958984,-1.1920928955078125e-07
4,301.0,131072,561,233,87.59768,0.2,0.001,0.14400634765625,30,0.010103904,407.15277531147,0.973942756652832,-0.009374222786937026,-5.5864559531211855,211.0629425048828,1.7881393432617188e-07
5,301.0,163840,561,291,193.75256,0.2,0.001,0.122760009765625,40,0.009386609,437.80548400878905,0.963650107383728,-0.008480094870901667,-5.543516804277897,136.02926635742188,0.0
6,301.0,196608,560,350,113.85649,0.2,0.001,0.11295166015625,50,0.013793014,2914.1518119812013,0.953822672367096,-0.00031795443028386216,-5.506951929628849,1331.7216796875,0.0009951591491699219
7,301.0,229376,558,410,66.71936,0.2,0.001,0.125958251953125,60,0.007677677,2203.0676086425783,0.9410494565963745,-0.0006328115545329638,-5.462918467819691,838.7452392578125,0.0
8,301.0,262144,549,476,4.9935384,0.2,0.001,0.0978515625,70,0.010032814,1719.5901627540588,0.9324151873588562,-0.0013323232924449258,-5.39821894466877,1171.848876953125,0.0
9,301.0,294912,543,542,-18.06064,0.2,0.001,0.0441558837890625,80,0.0044026067,583.1815402507782,0.9287244081497192,-0.0016716805215764908,-5.381963501870632,166.23316955566406,3.5762786865234375e-07
10,301.0,327680,539,607,-2.5528708,0.2,0.001,0.0091094970703125,90,0.0040426557,993.4944659233093,0.928537130355835,-0.001273706588835921,-5.377967242896557,322.39666748046875,0.24174505472183228
