rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
671.19,294,1,3677.3047,27,212992,,,,,,,,,,,
683.18,238,2,3811.9417,68,221184,0.3904830515384674,-1.9047130128368734,0.0003,13472.760313415527,0.0015177056338870898,0.122900390625,2730,0.5305981636047363,0.2,2895.616943359375,0.010852719
674.73,223,3,3858.4988,110,229376,0.39025065302848816,-1.9034335605800152,0.0003,14904.21826133728,-0.0012172990278486394,0.0895263671875,2740,0.21676641702651978,0.2,2634.878173828125,0.008324923
690.82,214,4,4088.4397,152,237568,0.3902650773525238,-1.9022905066609384,0.0003,19941.541882324218,-0.000576850112338434,0.0955322265625,2750,0.2907904386520386,0.2,5179.35498046875,0.009747108
709.28,211,5,3685.5159,193,245760,0.390170693397522,-1.9017846781760455,0.0003,12907.797124481202,-0.0005223793577897595,0.0943115234375,2760,0.5680111646652222,0.2,3238.206787109375,0.008516415
727.61,207,6,3739.642,236,253952,0.39029785990715027,-1.9017753813415765,0.0003,313713.7974384308,0.01000283068860881,0.08807373046875,2770,0.28689002990722656,0.2,63846.5078125,0.009772458
760.92,206,7,4150.3413,277,262144,0.38996025919914246,-1.9010107120499016,0.0003,12281.696481704712,0.000540406878280919,0.09080810546875,2780,0.4318313002586365,0.2,1794.1151123046875,0.008402912
769.89,205,8,4041.8843,319,270336,0.3896857500076294,-1.8977619225159288,0.0003,18515.188034057617,-0.0008371703232114669,0.08907470703125,2790,0.5240956842899323,0.2,4005.88134765625,0.009052775
795.35,205,9,4291.291,358,278528,0.38951733708381653,-1.8954522436484695,0.0003,14343.46978302002,-0.0011576647189940558,0.07900390625,2800,0.5678566098213196,0.2,2059.06884765625,0.007864423
782.55,204,10,4184.5234,400,286720,0.38923871517181396,-1.8933540975674987,0.0003,12924.725041580201,-0.0017351857204630505,0.05238037109375,2810,0.5127430856227875,0.2,1769.22021484375,0.0066922205
744.14,205,11,3922.97,438,294912,0.3891060948371887,-1.8913332989439369,0.0003,16905.480155181885,-0.0009718247365526622,0.0516357421875,2820,0.4184078574180603,0.2,4030.149169921875,0.0063041663
744.14,204,12,3863.5813,481,303104,0.3893216848373413,-1.891698594391346,0.0003,20402.361888885498,0.000981936634707381,0.10018310546875,2830,0.35426008701324463,0.2,4850.51171875,0.010412156
751.72,203,13,3882.0884,523,311296,0.38936203718185425,-1.8931902123615145,0.0003,15578.016522216796,0.0012879594298283337,0.07144775390625,2840,0.4985501170158386,0.2,4937.90625,0.0072715245
761.63,201,14,4463.9834,568,319488,0.3893996477127075,-1.8936202652752399,0.0003,14013.43822364807,-0.001688166067833663,0.08402099609375,2850,0.5888417363166809,0.2,3368.21923828125,0.008103177
751.29,201,15,4446.2993,608,327680,0.3891057074069977,-1.8925493907183408,0.0003,13229.811500930786,0.0007205881716799923,0.11402587890625,2860,0.6003176867961884,0.2,2143.511962890625,0.011355182
720.75,201,16,4110.2295,650,335872,0.3891172409057617,-1.8908780293539167,0.0003,14275.990204238891,-0.0020387274507811526,0.0830810546875,2870,0.44899076223373413,0.2,3434.39794921875,0.008155884
713.18,201,17,4038.4966,690,344064,0.38879719376564026,-1.8895109048113228,0.0003,14160.865357208251,0.0007225945373647846,0.0896728515625,2880,0.5818741321563721,0.2,1905.6583251953125,0.008942486
714.95,201,18,3953.4556,731,352256,0.3886503577232361,-1.8868853569030761,0.0003,15692.694692993164,-0.00016752901210566052,0.07095947265625,2890,0.49289143085479736,0.2,2058.78076171875,0.00762027
721.11,201,19,3949.2195,770,360448,0.3885921835899353,-1.8859181204810738,0.0003,14585.742512893677,-0.001227555899458821,0.07508544921875,2900,0.5109657943248749,0.2,3696.85546875,0.0079569
727.15,200,20,3846.3022,815,368640,0.38849228620529175,-1.885322536341846,0.0003,12962.23744392395,0.00039476429719798034,0.079345703125,2910,0.514998197555542,0.2,1663.17626953125,0.007874008
726.76,200,21,3816.5393,856,376832,0.38869404792785645,-1.885525725595653,0.0003,17502.445302200318,0.0003413582715438679,0.0994140625,2920,0.7575515657663345,0.2,2591.99853515625,0.010001899
703.47,200,22,3656.9666,896,385024,0.38857755064964294,-1.886040032468736,0.0003,18888.700271606445,0.00157259724674077,0.07030029296875,2930,0.3842759132385254,0.2,4385.81005859375,0.0069717607
694.08,201,23,3583.7703,936,393216,0.38831380009651184,-1.8843995451927185,0.0003,16524.35262298584,0.0004418326814629836,0.099462890625,2940,0.6999411880970001,0.2,3232.06396484375,0.009918094
702.83,200,24,3812.7244,979,401408,0.38815298676490784,-1.8819728124886752,0.0003,15163.67041168213,-0.000192497970056138,0.06875,2950,0.3481452465057373,0.2,2746.92578125,0.0074454043
704.36,200,25,3674.4175,1019,409600,0.3879314661026001,-1.8800962192937731,0.0003,13209.09822998047,-0.00027495929607539437,0.09122314453125,2960,0.49529439210891724,0.2,2882.107177734375,0.008690797
