rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/std,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/approx_kl
760.67,326,1,3066.8843,25,212992,,,,,,,,,,,
760.26,240,2,3114.1526,68,221184,0.3901509940624237,-1.9036912571638822,0.0003,11106.2867061615,0.0016510372322954936,0.0843505859375,2730,0.25243180990219116,0.2,2746.1728515625,0.0077716243
774.05,219,3,3333.8628,111,229376,0.3902900218963623,-1.9035218698903917,0.0003,13388.974351882935,0.00045550872855528726,0.0883544921875,2740,0.3281543254852295,0.2,3181.76904296875,0.008472048
814.61,211,4,3692.49,154,237568,0.38994017243385315,-1.9027352208271622,0.0003,11453.072215652466,-0.0029604884886794023,0.0738037109375,2750,0.28015708923339844,0.2,1654.128173828125,0.008165412
834.68,206,5,3929.5789,198,245760,0.38965269923210144,-1.8992692694067954,0.0003,12138.338585281372,-0.0027116000303067265,0.08472900390625,2760,0.46216219663619995,0.2,2167.92724609375,0.007958428
870.59,201,6,4276.142,243,253952,0.38971012830734253,-1.8980089755728842,0.0003,11714.20372695923,-0.0014553482051269384,0.09229736328125,2770,0.3350635766983032,0.2,1960.9591064453125,0.008494857
893.61,199,7,4627.9194,287,262144,0.38996556401252747,-1.8993436004966497,0.0003,13181.378024291993,0.0014753466330148512,0.1106201171875,2780,0.378068745136261,0.2,5146.267578125,0.00966309
900.91,197,8,4722.0664,332,270336,0.3899877071380615,-1.900644545443356,0.0003,13691.607744979858,-0.0001737257538479753,0.0751220703125,2790,0.44353675842285156,0.2,3639.645263671875,0.0068984283
917.82,196,9,5027.3555,374,278528,0.38970014452934265,-1.899506590887904,0.0003,10424.27614250183,-0.001474970268100151,0.09971923828125,2800,0.5193669497966766,0.2,2144.002685546875,0.008858295
931.52,195,10,5184.3027,418,286720,0.3894937038421631,-1.896658773534,0.0003,12933.330534362793,-0.000613819530553883,0.078173828125,2810,0.4737144112586975,0.2,2485.597412109375,0.00820067
949.37,195,11,5323.8765,461,294912,0.3892938792705536,-1.8946153230965137,0.0003,11536.808418655395,-0.0006886691200634232,0.084228515625,2820,0.45661139488220215,0.2,1890.51025390625,0.0088878
952.41,195,12,5321.935,503,303104,0.38914403319358826,-1.8929132362827659,0.0003,10703.719635200501,-0.0021391025340562917,0.05572509765625,2830,0.3468879461288452,0.2,2187.373046875,0.007141431
958.3,194,13,5561.293,546,311296,0.3890789747238159,-1.8915987771004439,0.0003,12687.00174331665,-0.00019813366343441886,0.0795166015625,2840,0.20703774690628052,0.2,2976.62451171875,0.008034049
951.69,194,14,5608.3296,589,319488,0.3888557255268097,-1.8905220534652472,0.0003,11762.527722930909,-0.0025795705154450844,0.07716064453125,2850,0.22214865684509277,0.2,1139.1358642578125,0.008044213
934.66,194,15,5497.2617,632,327680,0.3888874053955078,-1.8892775181680919,0.0003,13822.864501190186,-0.000639840105213807,0.095458984375,2860,0.27579009532928467,0.2,2593.104736328125,0.009312622
929.3,193,16,5377.45,676,335872,0.38859349489212036,-1.8882763197645545,0.0003,10732.907809638977,-0.0027810637817310634,0.09705810546875,2870,0.46300560235977173,0.2,2130.81787109375,0.008933961
904.77,193,17,5318.889,718,344064,0.38802993297576904,-1.8839530561119318,0.0003,11913.564344787597,0.0008960832845332333,0.1103515625,2880,0.5139282643795013,0.2,3057.8095703125,0.009376202
898.41,193,18,5192.7104,762,352256,0.388180673122406,-1.8815484426915645,0.0003,14157.5743724823,-0.0025199540992616675,0.0968994140625,2890,0.4569157361984253,0.2,2221.931640625,0.008804685
912.91,193,19,5201.1577,806,360448,0.3879869878292084,-1.8815439162775873,0.0003,10558.14870376587,-0.00217847879830515,0.11634521484375,2900,0.4892621636390686,0.2,2751.984375,0.010137035
931.21,192,20,5243.4863,851,368640,0.38781630992889404,-1.8798803322017192,0.0003,9156.920456886292,0.00036729563435073943,0.09306640625,2910,0.44938337802886963,0.2,1495.182373046875,0.008840972
963.73,191,21,5198.6416,898,376832,0.3877285122871399,-1.8783177349716424,0.0003,12000.232144165038,0.0019084781972196652,0.1229248046875,2920,0.6679242253303528,0.2,1901.8800048828125,0.011028292
983.66,190,22,5581.094,943,385024,0.38812386989593506,-1.8794748708605766,0.0003,12336.766017913818,0.0011876139469677582,0.1357421875,2930,0.642552524805069,0.2,2410.206298828125,0.011561697
979.05,191,23,5630.6387,986,393216,0.3883655071258545,-1.8829495837911963,0.0003,8491.117037582397,-0.001991002435897826,0.096728515625,2940,0.5256788730621338,0.2,1541.1004638671875,0.008128552
987.9,190,24,5789.154,1029,401408,0.3883499503135681,-1.8842900780960918,0.0003,8997.168364715577,-0.0014562405594915617,0.0953125,2950,0.3981130123138428,0.2,1729.135498046875,0.008390319
1006.58,190,25,6121.5513,1074,409600,0.38806939125061035,-1.882827989012003,0.0003,10102.379439163207,-0.0005764663041190943,0.08907470703125,2960,0.471535861492157,0.2,2203.976318359375,0.008328407
