time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
2774,37,1212416,301.0,581.2125,437,0.004940958550560026,0.1237897276878357,0.02186231,0.2,-4.8209806203842165,8058.31943640709,0.207550048828125,360,4119.60205078125,0.001,0.8117602467536926,,
2849,38,1245184,301.0,614.12787,436,0.004589295431833307,0.26577186584472656,0.014426453,0.2,-4.786728156358004,4540.655919790268,0.1858428955078125,370,3178.970458984375,0.001,0.8059554696083069,,
2925,39,1277952,301.0,658.9933,436,0.004571756537279726,0.24476855993270874,0.014506397,0.2,-4.768846039846539,5656.415309333801,0.199359130859375,380,3732.750244140625,0.001,0.8034612536430359,,
3001,40,1310720,301.0,577.0923,436,0.004305722358367348,0.21611297130584717,0.016185362,0.2,-4.737597484141588,6170.468277549744,0.195208740234375,390,4294.78955078125,0.001,0.7971041202545166,,
3077,41,1343488,301.0,768.594,436,0.0031672333476308267,0.25494104623794556,0.013415633,0.2,-4.722870619222522,4055.29068608284,0.182049560546875,400,494.4590759277344,0.001,0.7959938049316406,,
3153,42,1376256,301.0,644.56177,436,0.004366599900458823,0.17054635286331177,0.018339131,0.2,-4.714876030012965,9088.33369588852,0.1938385009765625,410,5750.61572265625,0.001,0.79241943359375,,
3229,43,1409024,301.0,716.1957,436,0.003260283029294442,0.2169705629348755,0.015671121,0.2,-4.682109921053052,6645.546609783172,0.178497314453125,420,3361.465087890625,0.001,0.7845662832260132,,
3307,44,1441792,301.0,671.7378,435,0.001842491972456628,0.2552650570869446,0.013260458,0.2,-4.639081865921616,6531.560447883606,0.18636474609375,430,4088.617431640625,0.001,0.7762895822525024,,
3384,45,1474560,301.0,655.52075,435,0.001784284972382011,0.28245043754577637,0.014239026,0.2,-4.616274194419384,4754.474286365509,0.1828155517578125,440,1628.2052001953125,0.001,0.7752813100814819,,
3462,46,1507328,301.0,592.1856,435,0.004974601612775587,0.23703360557556152,0.020021763,0.2,-4.604189902544022,5697.674866867065,0.195465087890625,450,2314.719970703125,0.001,0.771795392036438,,
3539,47,1540096,301.0,889.6028,435,0.003133111296392599,0.2708801031112671,0.019373177,0.2,-4.596180490404367,4550.777971363068,0.1808746337890625,460,735.2775268554688,0.001,0.7711436748504639,,
3616,48,1572864,301.0,885.01514,434,0.003883186734674382,0.17288827896118164,0.014550978,0.2,-4.581099360436201,11200.347860145568,0.166082763671875,470,5095.2919921875,0.001,0.7682350873947144,,
,,1600000,,,,0.003973674639928504,0.17916089296340942,0.013334211,0.2,-4.555492562055588,10257.04440689087,0.1726837158203125,480,2001.94970703125,0.001,0.7606079578399658,1471.5433349609375,301.0
3747,49,1605632,301.0,678.1085,428,,,,,,,,,,,,,
3824,50,1638400,301.0,912.90186,428,0.005114079904114987,0.2531309723854065,0.0118146725,0.2,-4.495031977072358,5049.299118804932,0.1796722412109375,490,2900.866943359375,0.001,0.7515663504600525,,
3902,51,1671168,301.0,748.46204,428,0.0027513840320352754,0.22192007303237915,0.0126179755,0.2,-4.468674308061599,9411.169691848754,0.146588134765625,500,4688.67822265625,0.001,0.7440240383148193,,
3979,52,1703936,301.0,719.6715,428,0.0027124896074383286,0.28902000188827515,0.012258323,0.2,-4.44996935352683,8211.497400093078,0.123773193359375,510,5552.03515625,0.001,0.7444893717765808,,
4057,53,1736704,301.0,804.71814,428,0.002507956745739648,0.29058802127838135,0.017247258,0.2,-4.423099044337869,9113.07776107788,0.1616668701171875,520,7374.4423828125,0.001,0.7383030652999878,,
4134,54,1769472,301.0,857.3624,427,0.0034087388396983444,0.2448345422744751,0.013079581,0.2,-4.381236946582794,9163.120848560333,0.1771087646484375,530,3249.99609375,0.001,0.7290281057357788,,
4211,55,1802240,301.0,840.9146,427,0.003959675735859492,0.22607803344726562,0.013319678,0.2,-4.351440017297864,9410.779380226135,0.1657684326171875,540,6597.78173828125,0.001,0.7237817645072937,,
4287,56,1835008,301.0,897.8538,427,0.003309111158068845,0.2345711588859558,0.014504546,0.2,-4.296508076786995,8393.260666942597,0.1882843017578125,550,3195.00830078125,0.001,0.7155246734619141,,
4364,57,1867776,301.0,586.66327,427,0.0034807920163075325,0.21746104955673218,0.01762932,0.2,-4.269744699820876,9295.201376914978,0.2182342529296875,560,4519.20068359375,0.001,0.7116105556488037,,
4440,58,1900544,301.0,569.23083,427,0.0027745378109102605,0.22998523712158203,0.012659223,0.2,-4.229622864723206,4163.043240451812,0.1645233154296875,570,993.2819213867188,0.001,0.7061772346496582,,
4517,59,1933312,301.0,687.89154,427,0.00508207348320866,0.26107847690582275,0.01782202,0.2,-4.185787880048156,3453.7991985321046,0.2439361572265625,580,1580.54833984375,0.001,0.6973034143447876,,
4593,60,1966080,301.0,705.5853,427,0.006418371627569286,0.19230175018310547,0.018815938,0.2,-4.15166117362678,6279.914025306702,0.2435211181640625,590,8217.50390625,0.001,0.6930536031723022,,
4670,61,1998848,301.0,896.7024,427,0.004023155193408456,0.19460898637771606,0.017864719,0.2,-4.125117095932365,6819.301791858673,0.190960693359375,600,3231.130859375,0.001,0.6887722611427307,,
4749,62,2031616,301.0,944.62213,427,0.0037819324309111835,0.2646428346633911,0.019264141,0.2,-4.0996397260576485,9287.479268074036,0.1947967529296875,610,3962.591064453125,0.001,0.6839452385902405,,
