time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates,train/loss,train/learning_rate,train/std,eval/mean_reward,eval/mean_ep_length
58,1,32768,301.0,-225.13623,560,,,,,,,,,,,,,
131,2,65536,301.0,-140.21922,497,-0.010681611484505993,-0.00036656856536865234,0.008196546,0.2,-5.669355497136712,86.1992056787014,0.1533782958984375,10,41.1248664855957,0.001,0.997463583946228,,
207,3,98304,301.0,-27.499538,474,-0.016344792632844475,0.11658614873886108,0.009657893,0.2,-5.652651976794004,92.75041130185127,0.141778564453125,20,50.12568283081055,0.001,0.9914364814758301,,
282,4,131072,301.0,145.69286,464,-0.012473710799713444,0.09966766834259033,0.010244735,0.2,-5.636647668853402,705.4670325875283,0.1256439208984375,30,90.52056884765625,0.001,0.9891446232795715,,
357,5,163840,301.0,129.73987,458,-0.006444849218405579,0.0876653790473938,0.0077185645,0.2,-5.628977277129889,2114.556582045555,0.0810638427734375,40,192.40768432617188,0.001,0.9872902631759644,,
432,6,196608,301.0,58.585606,454,-0.0036071444351364335,0.057227134704589844,0.0058868607,0.2,-5.620732759684325,2447.6167902469633,0.0572998046875,50,159.52354431152344,0.001,0.9859107732772827,,
508,7,229376,301.0,25.24571,451,-0.003398917725189676,0.022047042846679688,0.0057347296,0.2,-5.60230436399579,1126.908710551262,0.063336181640625,60,119.26393127441406,0.001,0.9828407764434814,,
583,8,262144,301.0,-44.053654,449,-0.0031523739521617244,0.03384584188461304,0.0051454944,0.2,-5.584279574453831,1167.1856709718704,0.0636016845703125,70,167.9242401123047,0.001,0.9747352600097656,,
658,9,294912,301.0,-64.64639,447,-0.0019415021773966147,0.18130791187286377,0.0049020024,0.2,-5.560699627548456,590.4539158225059,0.037493896484375,80,102.58619689941406,0.001,0.9724413752555847,,
734,10,327680,301.0,-60.0373,446,-0.0036651185141636233,0.633067786693573,0.0060426784,0.2,-5.540737226232887,253.0033733725548,0.044281005859375,90,105.70852661132812,0.001,0.9640288949012756,,
809,11,360448,301.0,-103.46021,445,-0.0031335761100308446,0.535409539937973,0.0049764635,0.2,-5.5137461259961125,866.7562757015228,0.0527923583984375,100,940.3319702148438,0.001,0.9616557955741882,,
884,12,393216,301.0,-117.10146,444,-0.0022179584419973254,0.7306791543960571,0.0042925244,0.2,-5.487945886328816,635.3780764937401,0.0461456298828125,110,290.4813537597656,0.001,0.9550002813339233,,
960,13,425984,301.0,-203.12387,443,-0.0028543811376948725,0.8501727432012558,0.0070100054,0.2,-5.459812286123634,354.2216128826141,0.0590179443359375,120,125.70382690429688,0.001,0.9442116022109985,,
1035,14,458752,301.0,-155.28322,443,-0.001818444809578068,0.8385996669530869,0.0049264403,0.2,-5.414443888142705,418.8672455072403,0.0586761474609375,130,191.04830932617188,0.001,0.9300248622894287,,
1110,15,491520,301.0,-101.51262,442,-0.001314019698111224,0.7150211036205292,0.0069576846,0.2,-5.396468014642596,1010.0918047904968,0.0616424560546875,140,223.01536560058594,0.001,0.9325656294822693,,
1186,16,524288,301.0,-94.07303,441,-0.0010155981699426775,0.7756253927946091,0.0068401415,0.2,-5.370859380811453,750.217841887474,0.0763214111328125,150,255.02255249023438,0.001,0.9265445470809937,,
1262,17,557056,301.0,-15.979328,441,-0.002422079140887945,0.8376473933458328,0.006409591,0.2,-5.361692438274622,422.6207747578621,0.08243408203125,160,195.8031463623047,0.001,0.9211050271987915,,
1337,18,589824,301.0,-36.747334,440,-0.0012936739571159706,0.7237879931926727,0.0067171203,0.2,-5.332664899528027,705.4489089965821,0.0938385009765625,170,306.07080078125,0.001,0.9112931489944458,,
1413,19,622592,301.0,17.953083,440,-0.0015871065509600157,0.8166574686765671,0.007240097,0.2,-5.290532480180263,424.6058168888092,0.0848419189453125,180,176.263427734375,0.001,0.9060580730438232,,
1488,20,655360,301.0,21.779226,440,-0.0018735813981948014,0.7196718454360962,0.008580031,0.2,-5.255840767547488,716.1932316303253,0.087115478515625,190,269.5189514160156,0.001,0.9003239870071411,,
1564,21,688128,301.0,114.16175,439,-0.0024704556221877283,0.736894428730011,0.008383952,0.2,-5.2279936544597145,645.1720707416534,0.1006439208984375,200,184.8362274169922,0.001,0.8969694375991821,,
1639,22,720896,301.0,166.34796,439,-0.004078067789760098,0.6936599910259247,0.0072266236,0.2,-5.225253872945904,659.69780023098,0.1047088623046875,210,203.85520935058594,0.001,0.8948338031768799,,
1715,23,753664,301.0,206.69334,439,-0.002827238414784006,0.6624622046947479,0.007963274,0.2,-5.201671898365021,622.9998054146766,0.1173919677734375,220,150.6197509765625,0.001,0.888704240322113,,
1790,24,786432,301.0,249.7406,439,-0.004631678696932795,0.599908858537674,0.009785143,0.2,-5.1672684263437985,628.9464297175407,0.1229949951171875,230,144.65545654296875,0.001,0.8823685050010681,,
1866,25,819200,301.0,318.03946,438,-0.002212875166787853,0.4904155135154724,0.010033469,0.2,-5.141025434434414,857.8203365087509,0.132879638671875,240,1027.5587158203125,0.001,0.8773651719093323,,
1941,26,851968,301.0,440.8332,438,0.0007278928705090948,0.3987322449684143,0.017631251,0.2,-5.115836654230952,1433.437070584297,0.1751007080078125,250,1100.9517822265625,0.001,0.868457555770874,,
2017,27,884736,301.0,468.32114,438,0.003175147878482676,0.11793667078018188,0.0174274,0.2,-5.091929783672095,3531.617315673828,0.19459228515625,260,1707.085693359375,0.001,0.8657674789428711,,
2092,28,917504,301.0,539.43756,438,0.0020999678166845116,0.16313278675079346,0.012398694,0.2,-5.0374933164566755,4646.674009227752,0.1803375244140625,270,2258.969482421875,0.001,0.8569453358650208,,
2168,29,950272,301.0,346.8385,438,0.0013135167716427532,0.18100440502166748,0.016030613,0.2,-5.004189894720912,4042.9728880643843,0.1629302978515625,280,3147.4404296875,0.001,0.8468407988548279,,
2244,30,983040,301.0,564.1994,438,0.0012210047510961886,0.28707706928253174,0.014538474,0.2,-4.980707612261176,2513.890093135834,0.1917266845703125,290,667.3048095703125,0.001,0.8448740839958191,,
2319,31,1015808,301.0,698.048,437,0.002601418339372685,0.1621420979499817,0.017153038,0.2,-4.968899616226554,4837.485376310348,0.189642333984375,300,471.52252197265625,0.001,0.841248631477356,,
2395,32,1048576,301.0,548.8325,437,0.003839784133742796,0.10978305339813232,0.019217912,0.2,-4.941898038983345,7972.788527202606,0.1959716796875,310,1454.918701171875,0.001,0.8362235426902771,,
2470,33,1081344,301.0,563.0606,437,0.0033746435483408277,0.12346512079238892,0.010443981,0.2,-4.918222168460488,5471.137423944473,0.1556793212890625,320,1995.3739013671875,0.001,0.8320985436439514,,
2546,34,1114112,301.0,754.2626,437,0.0021921296620348585,0.16993951797485352,0.013240566,0.2,-4.887604995816946,5727.569067335129,0.1575714111328125,330,3372.11865234375,0.001,0.825058102607727,,
2622,35,1146880,301.0,528.20807,437,0.005329801622883679,0.09252667427062988,0.01585602,0.2,-4.84952277354896,8293.037430381775,0.1936920166015625,340,3283.32177734375,0.001,0.8165703415870667,,
2698,36,1179648,301.0,727.4228,437,0.004268176266032242,0.19046586751937866,0.018331097,0.2,-4.820890140905976,4877.622821331024,0.161651611328125,350,1245.095703125,0.001,0.8143419027328491,,
