time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/value_loss,train/clip_range,train/learning_rate,eval/mean_reward,eval/mean_ep_length
208,32768,590.6122448979592,2381.7058,156,1,,,,,,,,,,,,,
175,65536,595.7525773195877,2475.8884,374,2,0.059963763,1860,-2.747020991705358,0.6921294927597046,914.01904296875,0.021193155243759067,0.4840182960033417,0.4399444580078125,4845.229433727264,0.2,0.001,,
166,98304,598.22,2574.1284,591,3,0.05921063,1870,-2.7803203631192446,0.633233517408371,5763.36669921875,0.01873763400342341,0.4872736930847168,0.431744384765625,5375.356723809242,0.2,0.001,,
162,131072,598.22,2550.9272,808,4,0.052849434,1880,-2.778195492643863,0.7229951918125153,1322.3760986328125,0.01706838331833751,0.4858083426952362,0.407952880859375,3856.6934219419954,0.2,0.001,,
159,163840,601.0,2365.026,1025,5,0.059379783,1890,-2.770076710684225,0.7148155868053436,317.5010070800781,0.018047850539664977,0.48450061678886414,0.4298614501953125,3787.191173696518,0.2,0.001,,
158,196608,600.23,2213.9204,1242,6,0.05851704,1900,-2.7754804135300217,0.5971730053424835,622.0789794921875,0.019594582356580757,0.4876069724559784,0.4237396240234375,4366.325069642067,0.2,0.001,,
157,229376,595.97,2047.3933,1459,7,0.05883509,1910,-2.7971069700084628,0.6941719055175781,656.056396484375,0.018707330542474664,0.48733413219451904,0.4272491455078125,3839.531105017662,0.2,0.001,,
156,262144,596.75,2286.9304,1678,8,0.051411424,1920,-2.803841487504542,0.6916157305240631,445.2234191894531,0.015948709478152523,0.48903462290763855,0.4053375244140625,3856.664678430557,0.2,0.001,,
155,294912,597.6,2284.0728,1896,9,0.05747689,1930,-2.7950063827447593,0.7035117149353027,659.68896484375,0.015793218362796325,0.4900747537612915,0.4234283447265625,4846.230305236578,0.2,0.001,,
154,327680,590.24,2102.695,2116,10,0.056467444,1940,-2.81300751385279,0.6725339293479919,972.0380249023438,0.017634202421140797,0.49208807945251465,0.42076416015625,3644.4188195586203,0.2,0.001,,
154,360448,593.19,1780.9052,2334,11,0.063957036,1950,-2.8428072647657245,0.731672614812851,411.9690856933594,0.02079328055165206,0.49436232447624207,0.4450347900390625,3481.987048536539,0.2,0.001,,
154,393216,595.76,1740.9309,2552,12,0.05613183,1960,-2.8519091347698122,0.7087351381778717,789.6245727539062,0.016735018070312434,0.4951096177101135,0.41112060546875,4004.034699720144,0.2,0.001,,
153,425984,596.03,1850.0579,2770,13,0.06011799,1970,-2.8687585782259704,0.6776854693889618,443.7346496582031,0.019152984313518574,0.4995950162410736,0.430792236328125,5389.2024134457115,0.2,0.001,,
153,458752,575.2,1414.2125,2989,14,0.052401766,1980,-2.879489665944129,0.695970743894577,272.2796325683594,0.018144075716804764,0.49748465418815613,0.414117431640625,4007.183471560478,0.2,0.001,,
153,491520,557.07,1257.6987,3208,15,0.061661836,1990,-2.880424519954249,0.7339169085025787,776.4262084960938,0.019046411049936297,0.5003519058227539,0.4378448486328125,4855.936510711908,0.2,0.001,,
152,524288,570.98,1300.2672,3429,16,0.051504865,2000,-2.9093685866799204,0.7583760321140289,2427.674560546875,0.014888789281030768,0.5022972226142883,0.3978790283203125,4067.9718551278115,0.2,0.001,,
152,557056,591.55,1429.4475,3649,17,0.049079936,2010,-2.908544626412913,0.7472410202026367,844.145751953125,0.012339698913137909,0.5023349523544312,0.3897064208984375,3786.191240942478,0.2,0.001,,
152,589824,600.37,1625.7047,3869,18,0.05541469,2020,-2.9074989765882493,0.734881579875946,798.2908935546875,0.01568513213260303,0.5013929605484009,0.40928955078125,4155.042321485281,0.2,0.001,,
152,622592,596.15,1600.5602,4089,19,0.059045322,2030,-2.9048199392855167,0.7571270018815994,414.42181396484375,0.016180544495364303,0.5007215738296509,0.41494140625,3504.511880469322,0.2,0.001,,
152,655360,582.75,1398.648,4310,20,0.062840685,2040,-2.89660788718611,0.7294055819511414,684.635986328125,0.016972196150754827,0.49988606572151184,0.4358856201171875,4201.330314147473,0.2,0.001,,
151,688128,587.6,1626.2124,4530,21,0.0507151,2050,-2.906570707447827,0.648849755525589,441.9054260253906,0.0145211687072333,0.504745364189148,0.408837890625,4851.5680266320705,0.2,0.001,,
151,720896,588.72,1810.3784,4749,22,0.05714511,2060,-2.926501025957987,0.692497193813324,882.5792846679688,0.015731946759842685,0.5048629641532898,0.4204254150390625,4867.474667441845,0.2,0.001,,
151,753664,589.06,1811.7742,4968,23,0.06168428,2070,-2.941112982109189,0.7082088589668274,569.873291015625,0.01731200782871838,0.5074640512466431,0.426055908203125,4229.966015464068,0.2,0.001,,
151,786432,581.44,1884.9458,5192,24,0.05967774,2080,-2.9479642873629928,0.7309533059597015,1243.1790771484375,0.015871677405766605,0.5087188482284546,0.4213592529296875,4861.906782734394,0.2,0.001,,
151,819200,578.84,1694.6451,5413,25,0.061638307,2090,-2.969065241375938,0.7604013681411743,1085.265625,0.018454859954135826,0.5111404657363892,0.42864990234375,5025.93150165081,0.2,0.001,,
151,851968,575.37,1697.7261,5633,26,0.0611203,2100,-2.983823575358838,0.793026477098465,658.8516235351562,0.017227921580752082,0.51453697681427,0.4362640380859375,5049.1273475289345,0.2,0.001,,
151,884736,573.49,1757.3662,5853,27,0.05479201,2110,-3.018055896088481,0.714569628238678,772.7722778320312,0.015948790386983092,0.518018364906311,0.412933349609375,6177.3762807130815,0.2,0.001,,
151,917504,584.99,2053.5298,6073,28,0.051274434,2120,-3.032729370193556,0.7211574614048004,1199.7603759765625,0.01758650452125039,0.5185250043869019,0.401165771484375,5936.810095655918,0.2,0.001,,
150,950272,573.42,1662.8103,6293,29,0.053374164,2130,-3.037439389154315,0.7500691711902618,1016.9373779296875,0.014893365431316852,0.5214089751243591,0.4054901123046875,5183.1832851529125,0.2,0.001,,
150,983040,575.22,1626.0319,6513,30,0.051860556,2140,-3.0613696806598454,0.7319799959659576,1649.8316650390625,0.015648914469534248,0.5229768753051758,0.401409912109375,8220.778938508034,0.2,0.001,,
150,1015808,595.44,1675.9357,6733,31,0.045917086,2150,-3.0579335213638843,0.7593068927526474,905.1604614257812,0.011917896382465187,0.5220288038253784,0.3821014404296875,4839.067292499542,0.2,0.001,,
