rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-227.88104,301.0,1,32768,57,571,,,,,,,,,,,
-132.3982,301.0,2,65536,141,464,0.1154754638671875,0.2,10,84.50793608874082,35.21165084838867,0.0083151385,0.0009617805480957031,-0.012647795439625043,0.9948016405105591,0.0001,-5.658906747400761
21.214123,301.0,3,98304,223,439,0.14776611328125,0.2,20,112.24143546819687,54.37540054321289,0.010825313,0.2995645999908447,-0.017705203991863528,0.9914689064025879,0.0001,-5.649205189570784
161.34607,301.0,4,131072,306,427,0.1580963134765625,0.2,30,676.2291138201952,56.421539306640625,0.011209941,0.1451008915901184,-0.01585609977310014,0.9864519238471985,0.0001,-5.63146276473999
129.1907,301.0,5,163840,388,421,0.1327117919921875,0.2,40,2689.628462034464,133.73912048339844,0.00936148,0.10816079378128052,-0.009462727805794203,0.979475736618042,0.0001,-5.606392985209823
99.04212,301.0,6,196608,471,416,0.0966217041015625,0.2,50,3050.0017162680624,1409.87451171875,0.008277135,0.0900542140007019,-0.006597104097363626,0.9703842997550964,0.0001,-5.569378823414445
48.31218,301.0,7,229376,554,413,0.0882659912109375,0.2,60,1743.4359541475774,805.5201416015625,0.008108104,0.10144215822219849,-0.006582492500501758,0.9587562680244446,0.0001,-5.520819606259465
8.363507,301.0,8,262144,637,411,0.0664703369140625,0.2,70,1453.9941384375095,291.1058044433594,0.006794432,0.0009222030639648438,-0.0045530007741945155,0.9507931470870972,0.0001,-5.481930824182927
-54.561234,301.0,9,294912,720,409,0.034637451171875,0.2,80,872.773241353035,294.7637939453125,0.004495991,-0.02089071273803711,-0.002013814774682032,0.9485450387001038,0.0001,-5.465204994380474
-40.435066,301.0,10,327680,803,407,0.02315673828125,0.2,90,475.37577545046804,607.8621215820312,0.0040265396,0.5043896734714508,-0.002257942043343064,0.9441406726837158,0.0001,-5.45302116740495
-82.71895,301.0,11,360448,886,406,0.0031951904296875,0.2,100,1677.5280601799489,654.1957397460938,0.0022831042,0.4654287099838257,-0.0006621755262585793,0.944481611251831,0.0001,-5.4444226624444125
-91.6288,301.0,12,393216,970,405,0.017669677734375,0.2,110,1353.8263980686665,720.4488525390625,0.002722423,0.6380877196788788,-0.0012493151917624345,0.943159818649292,0.0001,-5.444548000209034
-51.38632,301.0,13,425984,1054,404,0.03184814453125,0.2,120,331.84769437909125,218.3017578125,0.004522504,0.8887980356812477,-0.0030857917617595374,0.9450341463088989,0.0001,-5.4454470811411735
-16.28803,301.0,14,458752,1138,402,0.0225921630859375,0.2,130,628.2559974968433,133.05877685546875,0.003980929,0.8237630128860474,-0.0022623899105383314,0.9427589774131775,0.0001,-5.442891422659159
33.137558,301.0,15,491520,1223,401,0.0285247802734375,0.2,140,566.64421235919,699.8866577148438,0.0049195588,0.8324803709983826,-0.002160549303061998,0.938410758972168,0.0001,-5.427274543419481
98.04849,301.0,16,524288,1307,401,0.0251953125,0.2,150,343.0136248826981,198.17669677734375,0.0040303636,0.8648724853992462,-0.0021898838314882594,0.9360395669937134,0.0001,-5.4152694277465345
113.060745,301.0,17,557056,1392,400,0.025341796875,0.2,160,594.1678583621979,270.69769287109375,0.004752514,0.7546823024749756,-0.002209684318768268,0.9339704513549805,0.0001,-5.4008012903854254
143.7511,301.0,18,589824,1476,399,0.0206024169921875,0.2,170,855.1791122376919,137.85064697265625,0.0033069176,0.6229836940765381,-0.001784314556789468,0.9281249642372131,0.0001,-5.382609181478619
